dateTime,value__bpm,value__confidence
2021-12-04 00:00:00,85.0,2.0
2021-12-04 00:00:05,88.0,2.0
2021-12-04 00:00:10,91.0,2.0
2021-12-04 00:00:15,92.0,2.0
2021-12-04 00:00:20,,
2021-12-04 00:00:25,93.0,2.0
2021-12-04 00:00:30,95.0,2.0
2021-12-04 00:00:35,,
2021-12-04 00:00:40,93.0,3.0
2021-12-04 00:00:45,92.0,2.0
2021-12-04 00:00:50,91.0,2.0
2021-12-04 00:00:55,,
2021-12-04 00:01:00,92.0,2.0
2021-12-04 00:01:05,93.0,2.0
2021-12-04 00:01:10,94.0,2.0
2021-12-04 00:01:15,93.0,2.0
2021-12-04 00:01:20,91.0,2.0
2021-12-04 00:01:25,90.0,2.0
2021-12-04 00:01:30,,
2021-12-04 00:01:35,,
2021-12-04 00:01:40,91.0,2.0
2021-12-04 00:01:45,92.0,2.0
2021-12-04 00:01:50,93.0,2.0
2021-12-04 00:01:55,94.0,2.0
2021-12-04 00:02:00,93.0,2.0
2021-12-04 00:02:05,91.0,1.0
2021-12-04 00:02:10,91.0,2.0
2021-12-04 00:02:15,,
2021-12-04 00:02:20,93.0,2.0
2021-12-04 00:02:25,94.0,2.0
2021-12-04 00:02:30,,
2021-12-04 00:02:35,95.0,3.0
2021-12-04 00:02:40,95.0,2.0
2021-12-04 00:02:45,93.0,2.0
2021-12-04 00:02:50,94.0,3.0
2021-12-04 00:02:55,93.0,2.0
2021-12-04 00:03:00,93.0,3.0
2021-12-04 00:03:05,93.0,2.0
2021-12-04 00:03:10,94.0,2.0
2021-12-04 00:03:15,,
2021-12-04 00:03:20,95.0,2.0
2021-12-04 00:03:25,97.0,1.0
2021-12-04 00:03:30,98.0,2.0
2021-12-04 00:03:35,100.0,2.0
2021-12-04 00:03:40,99.0,2.0
2021-12-04 00:03:45,97.0,2.0
2021-12-04 00:03:50,96.0,2.0
2021-12-04 00:03:55,97.0,2.0
2021-12-04 00:04:00,,
2021-12-04 00:04:05,,
2021-12-04 00:04:10,96.0,2.0
2021-12-04 00:04:15,95.0,2.0
2021-12-04 00:04:20,,
2021-12-04 00:04:25,,
2021-12-04 00:04:30,94.0,2.0
2021-12-04 00:04:35,,
2021-12-04 00:04:40,,
2021-12-04 00:04:45,93.0,2.0
2021-12-04 00:04:50,,
2021-12-04 00:04:55,95.0,2.0
2021-12-04 00:05:00,97.0,2.0
2021-12-04 00:05:05,97.0,3.0
2021-12-04 00:05:10,,
2021-12-04 00:05:15,96.0,3.0
2021-12-04 00:05:20,94.0,3.0
2021-12-04 00:05:25,93.0,3.0
2021-12-04 00:05:30,91.0,2.0
2021-12-04 00:05:35,,
2021-12-04 00:05:40,92.0,3.0
2021-12-04 00:05:45,92.0,2.0
2021-12-04 00:05:50,,
2021-12-04 00:05:55,,
2021-12-04 00:06:00,92.0,2.0
2021-12-04 00:06:05,,
2021-12-04 00:06:10,,
2021-12-04 00:06:15,92.0,2.0
2021-12-04 00:06:20,93.0,3.0
2021-12-04 00:06:25,93.0,2.0
2021-12-04 00:06:30,,
2021-12-04 00:06:35,92.0,1.0
2021-12-04 00:06:40,94.0,1.0
2021-12-04 00:06:45,96.0,1.0
2021-12-04 00:06:50,95.0,3.0
2021-12-04 00:06:55,,
2021-12-04 00:07:00,94.0,3.0
2021-12-04 00:07:05,95.0,1.0
2021-12-04 00:07:10,,
2021-12-04 00:07:15,96.0,3.0
2021-12-04 00:07:20,97.0,3.0
2021-12-04 00:07:25,97.0,2.0
2021-12-04 00:07:30,96.0,3.0
2021-12-04 00:07:35,,
2021-12-04 00:07:40,97.0,2.0
2021-12-04 00:07:45,,
2021-12-04 00:07:50,,
2021-12-04 00:07:55,97.0,2.0
2021-12-04 00:08:00,97.0,1.0
2021-12-04 00:08:05,96.0,1.0
2021-12-04 00:08:10,96.0,2.0
2021-12-04 00:08:15,,
2021-12-04 00:08:20,,
2021-12-04 00:08:25,95.0,2.0
2021-12-04 00:08:30,,
2021-12-04 00:08:35,94.0,2.0
2021-12-04 00:08:40,95.0,2.0
2021-12-04 00:08:45,97.0,2.0
2021-12-04 00:08:50,96.0,2.0
2021-12-04 00:08:55,94.0,2.0
2021-12-04 00:09:00,,
2021-12-04 00:09:05,95.0,2.0
2021-12-04 00:09:10,96.0,2.0
2021-12-04 00:09:15,97.0,2.0
2021-12-04 00:09:20,,
2021-12-04 00:09:25,94.0,2.0
2021-12-04 00:09:30,93.0,2.0
2021-12-04 00:09:35,,
2021-12-04 00:09:40,,
2021-12-04 00:09:45,93.0,2.0
2021-12-04 00:09:50,,
2021-12-04 00:09:55,,
2021-12-04 00:10:00,93.0,2.0
2021-12-04 00:10:05,,
2021-12-04 00:10:10,91.0,2.0
2021-12-04 00:10:15,,
2021-12-04 00:10:20,,
2021-12-04 00:10:25,91.0,2.0
2021-12-04 00:10:30,,
2021-12-04 00:10:35,,
2021-12-04 00:10:40,92.0,2.0
2021-12-04 00:10:45,,
2021-12-04 00:10:50,,
2021-12-04 00:10:55,92.0,2.0
2021-12-04 00:11:00,94.0,2.0
2021-12-04 00:11:05,97.0,3.0
2021-12-04 00:11:10,97.0,2.0
2021-12-04 00:11:15,94.0,2.0
2021-12-04 00:11:20,93.0,2.0
2021-12-04 00:11:25,,
2021-12-04 00:11:30,,
2021-12-04 00:11:35,93.0,2.0
2021-12-04 00:11:40,94.0,2.0
2021-12-04 00:11:45,95.0,2.0
2021-12-04 00:11:50,96.0,2.0
2021-12-04 00:11:55,96.0,1.0
2021-12-04 00:12:00,97.0,1.0
2021-12-04 00:12:05,,
2021-12-04 00:12:10,96.0,1.0
2021-12-04 00:12:15,96.0,2.0
2021-12-04 00:12:20,95.0,2.0
2021-12-04 00:12:25,95.0,1.0
2021-12-04 00:12:30,95.0,1.0
2021-12-04 00:12:35,95.0,2.0
2021-12-04 00:12:40,97.0,1.0
2021-12-04 00:12:45,98.0,1.0
2021-12-04 00:12:50,100.0,1.0
2021-12-04 00:12:55,,
2021-12-04 00:13:00,101.0,1.0
2021-12-04 00:13:05,98.0,1.0
2021-12-04 00:13:10,95.0,1.0
2021-12-04 00:13:15,96.0,2.0
2021-12-04 00:13:20,,
2021-12-04 00:13:25,94.0,3.0
2021-12-04 00:13:30,92.0,3.0
2021-12-04 00:13:35,90.0,3.0
2021-12-04 00:13:40,,
2021-12-04 00:13:45,92.0,3.0
2021-12-04 00:13:50,92.0,2.0
2021-12-04 00:13:55,,
2021-12-04 00:14:00,92.0,1.0
2021-12-04 00:14:05,95.0,1.0
2021-12-04 00:14:10,97.0,2.0
2021-12-04 00:14:15,,
2021-12-04 00:14:20,96.0,2.0
2021-12-04 00:14:25,97.0,2.0
2021-12-04 00:14:30,99.0,2.0
2021-12-04 00:14:35,98.0,2.0
2021-12-04 00:14:40,98.0,1.0
2021-12-04 00:14:45,100.0,1.0
2021-12-04 00:14:50,99.0,1.0
2021-12-04 00:14:55,98.0,1.0
2021-12-04 00:15:00,97.0,1.0
2021-12-04 00:15:05,96.0,1.0
2021-12-04 00:15:10,96.0,1.0
2021-12-04 00:15:15,97.0,2.0
2021-12-04 00:15:20,99.0,3.0
2021-12-04 00:15:25,101.0,2.0
2021-12-04 00:15:30,99.0,2.0
2021-12-04 00:15:35,98.0,2.0
2021-12-04 00:15:40,99.0,1.0
2021-12-04 00:15:45,100.0,1.0
2021-12-04 00:15:50,,
2021-12-04 00:15:55,99.0,1.0
2021-12-04 00:16:00,97.0,1.0
2021-12-04 00:16:05,96.0,1.0
2021-12-04 00:16:10,,
2021-12-04 00:16:15,100.0,1.0
2021-12-04 00:16:20,101.0,2.0
2021-12-04 00:16:25,100.0,1.0
2021-12-04 00:16:30,102.0,1.0
2021-12-04 00:16:35,,
2021-12-04 00:16:40,,
2021-12-04 00:16:45,103.0,1.0
2021-12-04 00:16:50,104.0,1.0
2021-12-04 00:16:55,105.0,1.0
2021-12-04 00:17:00,108.0,1.0
2021-12-04 00:17:05,109.0,1.0
2021-12-04 00:17:10,110.0,1.0
2021-12-04 00:17:15,112.0,1.0
2021-12-04 00:17:20,113.0,1.0
2021-12-04 00:17:25,120.0,1.0
2021-12-04 00:17:30,,
2021-12-04 00:17:35,,
2021-12-04 00:17:40,118.0,1.0
2021-12-04 00:17:45,115.0,1.0
2021-12-04 00:17:50,118.0,1.0
2021-12-04 00:17:55,119.0,1.0
2021-12-04 00:18:00,120.0,1.0
2021-12-04 00:18:05,124.0,1.0
2021-12-04 00:18:10,126.0,2.0
2021-12-04 00:18:15,125.0,1.0
2021-12-04 00:18:20,124.0,1.0
2021-12-04 00:18:25,,
2021-12-04 00:18:30,120.0,1.0
2021-12-04 00:18:35,121.0,1.0
2021-12-04 00:18:40,118.0,1.0
2021-12-04 00:18:45,116.0,1.0
2021-12-04 00:18:50,,
2021-12-04 00:18:55,115.0,1.0
2021-12-04 00:19:00,113.0,1.0
2021-12-04 00:19:05,,
2021-12-04 00:19:10,112.0,1.0
2021-12-04 00:19:15,114.0,1.0
2021-12-04 00:19:20,112.0,1.0
2021-12-04 00:19:25,109.0,1.0
2021-12-04 00:19:30,111.0,1.0
2021-12-04 00:19:35,110.0,1.0
2021-12-04 00:19:40,109.0,1.0
2021-12-04 00:19:45,108.0,1.0
2021-12-04 00:19:50,106.0,2.0
2021-12-04 00:19:55,105.0,2.0
2021-12-04 00:20:00,103.0,2.0
2021-12-04 00:20:05,101.0,1.0
2021-12-04 00:20:10,99.0,1.0
2021-12-04 00:20:15,,
2021-12-04 00:20:20,100.0,1.0
2021-12-04 00:20:25,,
2021-12-04 00:20:30,105.0,1.0
2021-12-04 00:20:35,105.0,2.0
2021-12-04 00:20:40,108.0,1.0
2021-12-04 00:20:45,107.0,1.0
2021-12-04 00:20:50,106.0,1.0
2021-12-04 00:20:55,,
2021-12-04 00:21:00,109.0,1.0
2021-12-04 00:21:05,112.0,1.0
2021-12-04 00:21:10,,
2021-12-04 00:21:15,111.0,1.0
2021-12-04 00:21:20,109.0,1.0
2021-12-04 00:21:25,,
2021-12-04 00:21:30,110.0,1.0
2021-12-04 00:21:35,109.0,1.0
2021-12-04 00:21:40,,
2021-12-04 00:21:45,108.0,1.0
2021-12-04 00:21:50,112.0,1.0
2021-12-04 00:21:55,111.0,1.0
2021-12-04 00:22:00,114.0,1.0
2021-12-04 00:22:05,111.0,1.0
2021-12-04 00:22:10,112.0,1.0
2021-12-04 00:22:15,,
2021-12-04 00:22:20,,
2021-12-04 00:22:25,110.0,1.0
2021-12-04 00:22:30,109.0,1.0
2021-12-04 00:22:35,,
2021-12-04 00:22:40,110.0,1.0
2021-12-04 00:22:45,,
2021-12-04 00:22:50,109.0,1.0
2021-12-04 00:22:55,,
2021-12-04 00:23:00,111.0,2.0
2021-12-04 00:23:05,112.0,1.0
2021-12-04 00:23:10,112.0,2.0
2021-12-04 00:23:15,112.0,1.0
2021-12-04 00:23:20,111.0,1.0
2021-12-04 00:23:25,112.0,2.0
2021-12-04 00:23:30,111.0,3.0
2021-12-04 00:23:35,111.0,2.0
2021-12-04 00:23:40,,
2021-12-04 00:23:45,109.0,2.0
2021-12-04 00:23:50,110.0,1.0
2021-12-04 00:23:55,109.0,1.0
2021-12-04 00:24:00,110.0,1.0
2021-12-04 00:24:05,112.0,1.0
2021-12-04 00:24:10,113.0,1.0
2021-12-04 00:24:15,,
2021-12-04 00:24:20,,
2021-12-04 00:24:25,115.0,1.0
2021-12-04 00:24:30,,
2021-12-04 00:24:35,115.0,2.0
2021-12-04 00:24:40,,
2021-12-04 00:24:45,,
2021-12-04 00:24:50,114.0,2.0
2021-12-04 00:24:55,113.0,2.0
2021-12-04 00:25:00,112.0,1.0
2021-12-04 00:25:05,110.0,1.0
2021-12-04 00:25:10,109.0,2.0
2021-12-04 00:25:15,107.0,1.0
2021-12-04 00:25:20,105.0,1.0
2021-12-04 00:25:25,104.0,1.0
2021-12-04 00:25:30,105.0,2.0
2021-12-04 00:25:35,106.0,2.0
2021-12-04 00:25:40,108.0,2.0
2021-12-04 00:25:45,,
2021-12-04 00:25:50,109.0,2.0
2021-12-04 00:25:55,108.0,2.0
2021-12-04 00:26:00,109.0,2.0
2021-12-04 00:26:05,,
2021-12-04 00:26:10,,
2021-12-04 00:26:15,109.0,2.0
2021-12-04 00:26:20,107.0,2.0
2021-12-04 00:26:25,106.0,2.0
2021-12-04 00:26:30,106.0,1.0
2021-12-04 00:26:35,105.0,1.0
2021-12-04 00:26:40,,
2021-12-04 00:26:45,,
2021-12-04 00:26:50,106.0,1.0
2021-12-04 00:26:55,108.0,1.0
2021-12-04 00:27:00,107.0,1.0
2021-12-04 00:27:05,108.0,1.0
2021-12-04 00:27:10,104.0,1.0
2021-12-04 00:27:15,102.0,1.0
2021-12-04 00:27:20,99.0,1.0
2021-12-04 00:27:25,104.0,1.0
2021-12-04 00:27:30,,
2021-12-04 00:27:35,,
2021-12-04 00:27:40,,
2021-12-04 00:27:45,,
2021-12-04 00:27:50,,
2021-12-04 00:27:55,,
2021-12-04 00:28:00,,
2021-12-04 00:28:05,,
2021-12-04 00:28:10,,
2021-12-04 00:28:15,,
2021-12-04 00:28:20,,
2021-12-04 00:28:25,,
2021-12-04 00:28:30,,
2021-12-04 00:28:35,,
2021-12-04 00:28:40,,
2021-12-04 00:28:45,,
2021-12-04 00:28:50,,
2021-12-04 00:28:55,,
2021-12-04 00:29:00,,
2021-12-04 00:29:05,,
2021-12-04 00:29:10,,
2021-12-04 00:29:15,,
2021-12-04 00:29:20,,
2021-12-04 00:29:25,,
2021-12-04 00:29:30,,
2021-12-04 00:29:35,,
2021-12-04 00:29:40,,
2021-12-04 00:29:45,,
2021-12-04 00:29:50,,
2021-12-04 00:29:55,,
2021-12-04 00:30:00,,
2021-12-04 00:30:05,,
2021-12-04 00:30:10,,
2021-12-04 00:30:15,,
2021-12-04 00:30:20,,
2021-12-04 00:30:25,,
2021-12-04 00:30:30,,
2021-12-04 00:30:35,,
2021-12-04 00:30:40,,
2021-12-04 00:30:45,,
2021-12-04 00:30:50,,
2021-12-04 00:30:55,,
2021-12-04 00:31:00,,
2021-12-04 00:31:05,,
2021-12-04 00:31:10,,
2021-12-04 00:31:15,,
2021-12-04 00:31:20,,
2021-12-04 00:31:25,,
2021-12-04 00:31:30,,
2021-12-04 00:31:35,,
2021-12-04 00:31:40,,
2021-12-04 00:31:45,,
2021-12-04 00:31:50,,
2021-12-04 00:31:55,,
2021-12-04 00:32:00,,
2021-12-04 00:32:05,,
2021-12-04 00:32:10,,
2021-12-04 00:32:15,,
2021-12-04 00:32:20,,
2021-12-04 00:32:25,,
2021-12-04 00:32:30,,
2021-12-04 00:32:35,,
2021-12-04 00:32:40,,
2021-12-04 00:32:45,,
2021-12-04 00:32:50,,
2021-12-04 00:32:55,,
2021-12-04 00:33:00,,
2021-12-04 00:33:05,,
2021-12-04 00:33:10,,
2021-12-04 00:33:15,,
2021-12-04 00:33:20,,
2021-12-04 00:33:25,,
2021-12-04 00:33:30,,
2021-12-04 00:33:35,,
2021-12-04 00:33:40,,
2021-12-04 00:33:45,,
2021-12-04 00:33:50,,
2021-12-04 00:33:55,,
2021-12-04 00:34:00,,
2021-12-04 00:34:05,,
2021-12-04 00:34:10,,
2021-12-04 00:34:15,,
