date,active energy (kJ)
2021-11-22 18:30:18+00:00,0.0028845021849874
2021-11-22 18:30:19+00:00,0.0159632864919125
2021-11-22 18:30:20+00:00,0.0159632864919125
2021-11-22 18:30:21+00:00,0.0159632864919125
2021-11-22 18:30:22+00:00,0.0159632864919125
2021-11-22 18:30:23+00:00,0.0159632864919125
2021-11-22 18:30:24+00:00,0.0159632864919125
2021-11-22 18:30:25+00:00,0.0159632864919125
2021-11-22 18:30:26+00:00,0.0159632864919125
2021-11-22 18:30:27+00:00,0.0159632864919125
2021-11-22 18:30:28+00:00,0.0159632864919125
2021-11-22 18:30:29+00:00,0.0159632864919125
2021-11-22 18:30:30+00:00,0.0159632864919125
2021-11-22 18:30:31+00:00,0.0159632864919125
2021-11-22 18:30:32+00:00,0.0159632864919125
2021-11-22 18:30:33+00:00,0.0159632864919125
2021-11-22 18:30:34+00:00,0.0159632864919125
2021-11-22 18:30:35+00:00,0.0159632864919125
2021-11-22 18:30:36+00:00,0.0159632864919125
2021-11-22 18:30:37+00:00,0.0159632864919125
2021-11-22 18:30:38+00:00,0.0159632864919125
2021-11-22 18:30:39+00:00,0.0042017679767611
2021-11-22 18:30:40+00:00,0.0042017679767611
2021-11-22 18:30:41+00:00,0.0042017679767611
2021-11-22 18:30:42+00:00,0.0042017679767611
2021-11-22 18:30:43+00:00,0.0042017679767611
2021-11-22 18:36:16+00:00,0.0128875998174961
2021-11-22 18:36:17+00:00,0.0503590627241031
2021-11-22 18:36:18+00:00,0.0503590627241031
2021-11-22 18:36:19+00:00,0.0503590627241031
2021-11-22 18:36:20+00:00,0.0503590627241031
2021-11-22 18:36:21+00:00,0.0503590627241031
2021-11-22 18:36:22+00:00,0.0503590627241031
2021-11-22 18:36:23+00:00,0.0503590627241031
2021-11-22 18:36:24+00:00,0.0503590627241031
2021-11-22 18:36:25+00:00,0.0503590627241031
2021-11-22 18:36:26+00:00,0.0485128356655754
2021-11-22 18:36:27+00:00,0.0485128356655754
2021-11-22 18:36:28+00:00,0.0485128356655754
2021-11-22 18:36:29+00:00,0.0485128356655754
2021-11-22 18:36:30+00:00,0.0485128356655754
2021-11-22 18:42:35+00:00,0.0188942628792244
2021-11-22 18:42:36+00:00,0.0190309637180038
2021-11-22 18:42:37+00:00,0.0190309637180038
2021-11-22 18:42:38+00:00,0.0190309637180038
2021-11-22 18:42:39+00:00,0.0190309637180038
2021-11-22 18:42:40+00:00,0.0190309637180039
2021-11-22 18:42:41+00:00,0.0190309637180038
2021-11-22 18:42:42+00:00,0.0190309637180039
2021-11-22 18:42:43+00:00,0.0190309637180039
2021-11-22 18:42:44+00:00,0.0190309637180038
2021-11-22 18:42:45+00:00,0.0190309637180038
2021-11-22 18:42:46+00:00,0.0190309637180038
2021-11-22 18:42:47+00:00,0.0190309637180038
2021-11-22 18:42:48+00:00,0.0190309637180038
2021-11-22 18:42:49+00:00,0.0190309637180038
2021-11-22 18:42:50+00:00,0.0190309637180038
2021-11-22 18:42:51+00:00,0.0190309637180038
2021-11-22 18:42:52+00:00,0.0190309637180038
2021-11-22 18:42:53+00:00,0.0190309637180038
2021-11-22 18:42:54+00:00,0.0190309637180038
2021-11-22 18:42:55+00:00,0.0086294264787015
2021-11-22 18:42:56+00:00,0.0086294264787015
2021-11-22 18:42:57+00:00,0.0086294264787015
2021-11-22 18:42:58+00:00,0.0086294264787015
2021-11-22 18:42:59+00:00,0.0086294264787015
2021-11-22 18:57:24+00:00,0.0073672449013462
2021-11-22 18:57:25+00:00,0.0159642946399763
2021-11-22 18:57:26+00:00,0.0159642946399763
2021-11-22 18:57:27+00:00,0.0159642946399763
2021-11-22 18:57:28+00:00,0.0159642946399763
2021-11-22 18:57:29+00:00,0.0159642946399763
2021-11-22 18:57:30+00:00,0.0159642946399763
2021-11-22 18:57:31+00:00,0.0159642946399763
2021-11-22 18:57:32+00:00,0.0159642946399763
2021-11-22 18:57:33+00:00,0.0159642946399763
2021-11-22 18:57:34+00:00,0.0159642946399763
2021-11-22 18:57:35+00:00,0.0159642946399763
2021-11-22 18:57:36+00:00,0.0159642946399763
2021-11-22 18:57:37+00:00,0.0159642946399763
2021-11-22 18:57:38+00:00,0.0159642946399763
2021-11-22 18:57:39+00:00,0.0159642946399763
2021-11-22 18:57:40+00:00,0.0159642946399763
2021-11-22 18:57:41+00:00,0.0159642946399763
2021-11-22 18:57:42+00:00,0.0159642946399763
2021-11-22 18:57:43+00:00,0.0159642946399763
2021-11-22 18:57:44+00:00,0.0156631569391026
2021-11-22 18:57:45+00:00,0.0156631569391026
2021-11-22 18:57:46+00:00,0.0156631569391026
2021-11-22 18:57:47+00:00,0.0156631569391026
2021-11-22 18:57:48+00:00,0.0156631569391026
2021-11-22 19:18:17+00:00,0.0418450090588826
2021-11-22 19:18:18+00:00,0.0416433206700364
2021-11-22 19:18:19+00:00,0.0416433206700364
2021-11-22 19:18:20+00:00,0.0416433206700364
2021-11-22 19:18:21+00:00,0.0416433206700364
2021-11-22 19:18:22+00:00,0.0416433206700364
2021-11-22 19:18:23+00:00,0.0416433206700364
2021-11-22 19:18:24+00:00,0.0416433206700364
2021-11-22 19:18:25+00:00,0.0416433206700364
2021-11-22 19:18:26+00:00,0.0416433206700364
2021-11-22 19:18:27+00:00,0.0416433206700364
2021-11-22 19:18:28+00:00,0.0416433206700364
2021-11-22 19:18:29+00:00,0.0416433206700364
2021-11-22 19:18:30+00:00,0.0416433206700364
2021-11-22 19:18:31+00:00,0.0416433206700364
2021-11-22 19:18:32+00:00,0.0416433206700364
2021-11-22 19:18:33+00:00,0.0416433206700364
2021-11-22 19:18:34+00:00,0.0416433206700364
2021-11-22 19:18:35+00:00,0.0416433206700364
2021-11-22 19:18:36+00:00,0.0416433206700364
2021-11-22 19:18:37+00:00,0.0416433206700364
2021-11-22 19:18:38+00:00,0.0416433206700364
2021-11-22 19:18:39+00:00,0.0416433206700364
2021-11-22 19:18:40+00:00,0.0416433206700364
2021-11-22 19:18:41+00:00,0.0416433206700364
2021-11-22 19:18:42+00:00,0.0416433206700364
2021-11-22 19:18:43+00:00,0.0416433206700364
2021-11-22 19:18:44+00:00,0.0416433206700364
2021-11-22 19:18:45+00:00,0.0416433206700364
2021-11-22 19:18:46+00:00,0.0416433206700364
2021-11-22 19:18:47+00:00,0.0416433206700364
2021-11-22 19:18:48+00:00,0.0416433206700364
2021-11-22 19:18:49+00:00,0.0416433206700364
2021-11-22 19:18:50+00:00,0.0416433206700364
2021-11-22 19:18:51+00:00,0.0416433206700364
2021-11-22 19:18:52+00:00,0.0416433206700364
2021-11-22 19:18:53+00:00,0.0416433206700364
2021-11-22 19:18:54+00:00,0.0416433206700364
2021-11-22 19:18:55+00:00,0.0416433206700364
2021-11-22 19:18:56+00:00,0.0416433206700364
2021-11-22 19:18:57+00:00,0.036953484809694
2021-11-22 19:18:58+00:00,0.036953484809694
2021-11-22 19:18:59+00:00,0.036953484809694
2021-11-22 19:19:00+00:00,0.036953484809694
2021-11-22 19:19:01+00:00,0.036953484809694
2021-11-22 19:19:59+00:00,0.0276903206095836
2021-11-22 19:20:00+00:00,0.0360900213429871
2021-11-22 19:20:01+00:00,0.0360900213429871
2021-11-22 19:20:02+00:00,0.0360900213429871
2021-11-22 19:20:03+00:00,0.0360900213429871
2021-11-22 19:20:04+00:00,0.0360900213429871
2021-11-22 19:20:05+00:00,0.0360900213429871
2021-11-22 19:20:06+00:00,0.0360900213429871
2021-11-22 19:20:07+00:00,0.0360900213429871
2021-11-22 19:20:08+00:00,0.0360900213429871
2021-11-22 19:20:09+00:00,0.0360900213429871
2021-11-22 19:20:10+00:00,0.0360900213429871
2021-11-22 19:20:11+00:00,0.0360900213429871
2021-11-22 19:20:12+00:00,0.0360900213429871
2021-11-22 19:20:13+00:00,0.0360900213429871
2021-11-22 19:20:14+00:00,0.0360900213429871
2021-11-22 19:20:15+00:00,0.0360900213429871
2021-11-22 19:20:16+00:00,0.0360900213429871
2021-11-22 19:20:17+00:00,0.0360900213429871
2021-11-22 19:20:18+00:00,0.0360900213429871
2021-11-22 19:20:19+00:00,0.0360900213429871
2021-11-22 19:20:20+00:00,0.0360900213429871
2021-11-22 19:20:21+00:00,0.0360900213429871
2021-11-22 19:20:22+00:00,0.0360900213429871
2021-11-22 19:20:23+00:00,0.0360900213429871
2021-11-22 19:20:24+00:00,0.0360900213429871
2021-11-22 19:20:25+00:00,0.0360900213429871
2021-11-22 19:20:26+00:00,0.0360900213429871
2021-11-22 19:20:27+00:00,0.0360900213429871
2021-11-22 19:20:28+00:00,0.0360900213429871
2021-11-22 19:20:29+00:00,0.0360900213429871
2021-11-22 19:20:30+00:00,0.0360900213429871
2021-11-22 19:20:31+00:00,0.0360900213429871
2021-11-22 19:20:32+00:00,0.0360900213429871
2021-11-22 19:20:33+00:00,0.0360900213429871
2021-11-22 19:20:34+00:00,0.0360900213429871
2021-11-22 19:20:35+00:00,0.0360900213429871
2021-11-22 19:20:36+00:00,0.0360900213429871
2021-11-22 19:20:37+00:00,0.0360900213429871
2021-11-22 19:20:38+00:00,0.0360900213429871
2021-11-22 19:20:39+00:00,0.0360900213429871
2021-11-22 19:20:40+00:00,0.0360900213429871
2021-11-22 19:20:41+00:00,0.0360900213429871
2021-11-22 19:20:42+00:00,0.0360900213429871
2021-11-22 19:20:43+00:00,0.0360900213429871
2021-11-22 19:20:44+00:00,0.0360900213429871
2021-11-22 19:20:45+00:00,0.0360900213429871
2021-11-22 19:20:46+00:00,0.0360900213429871
2021-11-22 19:20:47+00:00,0.0360900213429871
2021-11-22 19:20:48+00:00,0.0360900213429871
2021-11-22 19:20:49+00:00,0.0360900213429871
2021-11-22 19:20:50+00:00,0.0129526122410587
2021-11-22 19:20:51+00:00,0.0129526122410587
2021-11-22 19:20:52+00:00,0.0129526122410587
2021-11-22 19:20:53+00:00,0.0129526122410587
2021-11-22 19:20:54+00:00,0.0129526122410587
2021-11-22 19:21:10+00:00,0.0081606378246312
2021-11-22 19:21:11+00:00,0.0421431154556938
2021-11-22 19:21:12+00:00,0.0421431154556937
2021-11-22 19:21:13+00:00,0.0421431154556937
2021-11-22 19:21:14+00:00,0.0421431154556937
2021-11-22 19:21:15+00:00,0.0421431154556937
2021-11-22 19:21:16+00:00,0.0421431154556937
2021-11-22 19:21:17+00:00,0.0421431154556937
2021-11-22 19:21:18+00:00,0.0421431154556937
2021-11-22 19:21:19+00:00,0.0421431154556937
2021-11-22 19:21:20+00:00,0.0421431154556937
2021-11-22 19:21:21+00:00,0.0013602076184307
2021-11-22 19:21:22+00:00,0.0013602076184307
2021-11-22 19:21:23+00:00,0.0013602076184307
2021-11-22 19:21:24+00:00,0.0013602076184307
2021-11-22 19:21:25+00:00,0.0013602076184307
2021-11-22 19:23:54+00:00,0.0178856494188541
2021-11-22 19:23:55+00:00,0.0314319506845706
2021-11-22 19:23:56+00:00,0.0314319506845706
2021-11-22 19:23:57+00:00,0.0314319506845706
2021-11-22 19:23:58+00:00,0.0314319506845706
2021-11-22 19:23:59+00:00,0.0314319506845706
2021-11-22 19:24:00+00:00,0.0314319506845706
2021-11-22 19:24:01+00:00,0.0314319506845706
2021-11-22 19:24:02+00:00,0.0314319506845706
2021-11-22 19:24:03+00:00,0.0314319506845706
2021-11-22 19:24:04+00:00,0.0314319506845706
2021-11-22 19:24:05+00:00,0.0314319506845706
2021-11-22 19:24:06+00:00,0.0314319506845706
2021-11-22 19:24:07+00:00,0.0314319506845706
2021-11-22 19:24:08+00:00,0.0314319506845706
2021-11-22 19:24:09+00:00,0.0314319506845706
2021-11-22 19:24:10+00:00,0.0314319506845706
2021-11-22 19:24:11+00:00,0.0314319506845706
2021-11-22 19:24:12+00:00,0.0314319506845706
2021-11-22 19:24:13+00:00,0.0314319506845706
2021-11-22 19:24:14+00:00,0.0314319506845706
2021-11-22 19:24:15+00:00,0.0314319506845706
2021-11-22 19:24:16+00:00,0.0314319506845706
2021-11-22 19:24:17+00:00,0.0314319506845706
2021-11-22 19:24:18+00:00,0.0314319506845706
2021-11-22 19:24:19+00:00,0.0314319506845706
2021-11-22 19:24:20+00:00,0.0314319506845706
2021-11-22 19:24:21+00:00,0.0314319506845706
2021-11-22 19:24:22+00:00,0.0314319506845706
2021-11-22 19:24:23+00:00,0.0314319506845706
2021-11-22 19:24:24+00:00,0.0314319506845706
2021-11-22 19:24:25+00:00,0.0314319506845706
2021-11-22 19:24:26+00:00,0.0314319506845706
2021-11-22 19:24:27+00:00,0.0314319506845706
2021-11-22 19:24:28+00:00,0.0314319506845706
2021-11-22 19:24:29+00:00,0.0314319506845706
2021-11-22 19:24:30+00:00,0.0314319506845706
2021-11-22 19:24:31+00:00,0.0314319506845706
2021-11-22 19:24:32+00:00,0.0314319506845706
2021-11-22 19:24:33+00:00,0.0314319506845706
2021-11-22 19:24:34+00:00,0.0314319506845706
2021-11-22 19:24:35+00:00,0.0314319506845706
2021-11-22 19:24:36+00:00,0.0314319506845706
2021-11-22 19:24:37+00:00,0.0314319506845706
2021-11-22 19:24:38+00:00,0.0314319506845706
2021-11-22 19:24:39+00:00,0.0314319506845706
2021-11-22 19:24:40+00:00,0.0314319506845706
2021-11-22 19:24:41+00:00,0.0314319506845706
2021-11-22 19:24:42+00:00,0.0314319506845706
2021-11-22 19:24:43+00:00,0.0314319506845706
2021-11-22 19:24:44+00:00,0.0314319506845706
2021-11-22 19:24:45+00:00,0.0171728163526131
2021-11-22 19:24:46+00:00,0.0171728163526131
2021-11-22 19:24:47+00:00,0.0171728163526131
2021-11-22 19:24:48+00:00,0.0171728163526131
2021-11-22 19:24:49+00:00,0.0171728163526131
2021-11-22 19:26:17+00:00,0.0169795372335926
2021-11-22 19:26:18+00:00,0.0394467286917018
2021-11-22 19:26:19+00:00,0.0394467286917018
2021-11-22 19:26:20+00:00,0.0394467286917018
2021-11-22 19:26:21+00:00,0.0394467286917018
2021-11-22 19:26:22+00:00,0.0394467286917018
2021-11-22 19:26:23+00:00,0.0394467286917018
2021-11-22 19:26:24+00:00,0.0394467286917018
2021-11-22 19:26:25+00:00,0.0394467286917018
2021-11-22 19:26:26+00:00,0.0394467286917018
2021-11-22 19:26:27+00:00,0.0394467286917018
2021-11-22 19:26:28+00:00,0.0394467286917018
2021-11-22 19:26:29+00:00,0.0394467286917018
2021-11-22 19:26:30+00:00,0.0394467286917018
2021-11-22 19:26:31+00:00,0.0394467286917018
2021-11-22 19:26:32+00:00,0.0394467286917018
2021-11-22 19:26:33+00:00,0.0394467286917018
2021-11-22 19:26:34+00:00,0.0394467286917018
2021-11-22 19:26:35+00:00,0.0394467286917018
2021-11-22 19:26:36+00:00,0.0394467286917018
2021-11-22 19:26:37+00:00,0.0394467286917018
2021-11-22 19:26:38+00:00,0.0394467286917018
2021-11-22 19:26:39+00:00,0.0394467286917018
2021-11-22 19:26:40+00:00,0.0394467286917018
2021-11-22 19:26:41+00:00,0.0394467286917018
