"dateTime","value__bpm","value__confidence"
"11/25/21 10:52:35","67","0"
"11/25/21 10:52:40","68","0"
"11/25/21 10:52:45","67","0"
"11/25/21 10:52:50","64","1"
"11/25/21 10:52:55","72","1"
"11/25/21 10:53:00","75","1"
"11/25/21 10:53:05","78","1"
"11/25/21 10:53:10","79","1"
"11/25/21 10:53:15","87","1"
"11/25/21 10:53:20","88","1"
"11/25/21 10:53:25","83","1"
"11/25/21 10:53:30","84","1"
"11/25/21 10:53:45","89","1"
"11/25/21 10:53:50","86","1"
"11/25/21 10:53:55","90","1"
"11/25/21 10:54:00","85","1"
"11/25/21 10:54:05","88","1"
"11/25/21 10:54:14","90","0"
"11/25/21 10:54:44","90","0"
"11/25/21 10:54:49","89","0"
"11/25/21 10:54:54","87","1"
"11/25/21 10:54:59","86","1"
"11/25/21 10:55:04","83","1"
"11/25/21 10:55:09","85","1"
"11/25/21 10:55:14","83","1"
"11/25/21 10:55:19","81","1"
"11/25/21 10:55:29","82","1"
"11/25/21 14:34:33","84","0"
"11/25/21 14:34:38","80","0"
"11/25/21 14:34:48","84","1"
"11/25/21 14:34:53","87","1"
"11/25/21 14:34:58","94","1"
"11/25/21 14:35:03","93","1"
"11/25/21 14:35:08","94","1"
"11/25/21 14:35:13","97","1"
"11/25/21 14:35:18","96","0"
"11/25/21 14:35:23","91","1"
"11/25/21 14:39:04","87","0"
"11/25/21 14:39:09","77","0"
"11/25/21 14:39:14","80","0"
"11/25/21 14:39:19","80","1"
"11/25/21 14:39:24","89","1"
"11/25/21 14:39:32","93","0"
"11/25/21 14:39:37","94","0"
"11/25/21 14:39:42","93","0"
"11/25/21 14:39:47","96","1"
"11/25/21 14:39:52","97","1"
"11/25/21 14:40:02","95","1"
"11/25/21 14:40:07","94","1"
"11/25/21 14:40:12","93","1"
"11/25/21 14:40:22","98","1"
"11/25/21 14:40:27","96","1"
"11/25/21 14:40:32","97","1"
"11/25/21 14:40:47","95","1"
"11/25/21 14:40:52","96","1"
"11/25/21 14:40:57","94","1"
"11/25/21 14:41:02","91","1"
"11/25/21 14:41:07","92","1"
"11/25/21 14:41:12","93","1"
"11/25/21 14:41:17","94","1"
"11/25/21 14:41:27","92","1"
"11/25/21 14:41:32","94","1"
"11/25/21 14:41:42","96","1"
"11/25/21 14:41:47","98","1"
"11/25/21 14:41:52","99","1"
"11/25/21 14:41:57","98","1"
"11/25/21 14:42:03","85","1"
"11/25/21 14:42:08","83","1"
"11/25/21 14:42:18","83","2"
"11/25/21 14:42:23","84","1"
"11/25/21 14:42:28","85","2"
"11/25/21 14:42:33","86","2"
"11/25/21 14:42:43","87","2"
"11/25/21 14:42:48","88","2"
"11/25/21 14:42:58","87","2"
"11/25/21 14:43:03","86","2"
"11/25/21 14:43:08","85","1"
"11/25/21 14:43:13","86","1"
"11/25/21 14:43:28","87","2"
"11/25/21 14:43:33","86","2"
"11/25/21 14:43:38","87","2"
"11/25/21 14:43:48","88","2"
"11/25/21 14:44:03","88","2"
"11/25/21 14:44:18","88","2"
"11/25/21 14:44:33","87","2"
"11/25/21 14:44:38","85","2"
"11/25/21 14:44:43","86","2"
"11/25/21 14:44:53","85","2"
"11/25/21 14:45:08","85","2"
"11/25/21 14:45:18","84","2"
"11/25/21 14:45:23","85","2"
"11/25/21 14:45:38","84","2"
"11/25/21 14:45:53","82","2"
"11/25/21 14:45:58","82","2"
"11/25/21 14:46:03","89","1"
"11/25/21 14:46:13","95","1"
"11/25/21 14:46:28","95","1"
"11/25/21 14:46:38","96","1"
"11/25/21 14:46:43","96","2"
"11/25/21 14:46:48","94","1"
"11/25/21 14:46:53","92","1"
"11/25/21 14:47:08","94","1"
"11/25/21 14:47:13","95","1"
"11/25/21 14:47:18","98","1"
"11/25/21 14:47:23","101","1"
"11/25/21 14:47:28","100","1"
"11/25/21 14:47:33","99","1"
"11/25/21 14:47:38","97","1"
"11/25/21 14:47:43","94","1"
"11/25/21 14:47:48","93","1"
"11/25/21 14:47:53","89","1"
"11/25/21 14:47:58","87","1"
"11/25/21 14:48:13","88","1"
"11/25/21 14:48:23","89","1"
"11/25/21 14:48:33","90","1"
"11/25/21 14:48:48","90","1"
"11/25/21 14:48:58","92","1"
"11/25/21 14:49:13","91","1"
"11/25/21 14:49:18","90","1"
