"dateTime","value__bpm","value__confidence"
"11/26/21 16:12:08","84","0"
"11/26/21 16:12:23","87","1"
"11/26/21 16:12:28","95","1"
"11/26/21 16:12:33","101","1"
"11/26/21 16:12:43","103","1"
"11/26/21 16:12:48","99","1"
"11/26/21 16:12:53","103","1"
"11/26/21 16:12:58","97","1"
"11/26/21 16:13:03","98","1"
"11/26/21 16:13:08","96","1"
"11/26/21 16:13:13","97","1"
"11/26/21 16:13:18","99","1"
"11/26/21 16:13:23","101","1"
"11/26/21 16:13:28","102","1"
"11/26/21 16:13:33","100","1"
"11/26/21 16:13:38","102","1"
"11/26/21 16:13:43","101","1"
"11/26/21 16:13:48","100","1"
"11/26/21 16:13:53","94","1"
"11/26/21 16:13:58","95","1"
"11/26/21 16:14:03","96","3"
"11/26/21 16:14:08","97","1"
"11/26/21 16:14:13","99","1"
"11/26/21 16:14:18","100","1"
"11/26/21 16:14:23","101","1"
"11/26/21 16:14:28","100","1"
"11/26/21 16:14:33","100","2"
"11/26/21 16:14:38","99","2"
"11/26/21 16:14:53","98","2"
"11/26/21 16:14:58","97","2"
"11/26/21 16:15:03","94","2"
"11/26/21 16:15:08","91","2"
"11/26/21 16:15:13","92","2"
"11/26/21 16:15:18","93","1"
"11/26/21 16:15:23","92","1"
"11/26/21 16:15:28","90","1"
"11/26/21 16:15:38","91","2"
"11/26/21 16:15:43","92","2"
"11/26/21 16:15:48","93","2"
"11/26/21 16:15:53","93","1"
"11/26/21 16:15:58","93","2"
"11/26/21 16:16:03","94","1"
"11/26/21 16:16:08","95","1"
"11/26/21 16:16:13","98","1"
"11/26/21 16:16:18","97","1"
"11/26/21 16:16:23","96","1"
"11/26/21 16:16:28","96","2"
"11/26/21 16:16:33","94","2"
"11/26/21 16:16:38","93","2"
"11/26/21 16:16:43","94","2"
"11/26/21 16:16:48","95","2"
"11/26/21 16:16:53","96","2"
"11/26/21 16:16:58","95","2"
"11/26/21 16:17:03","94","2"
"11/26/21 16:17:13","96","2"
"11/26/21 16:17:23","97","2"
"11/26/21 16:17:28","98","2"
"11/26/21 16:17:34","98","2"
"11/26/21 16:17:49","98","2"
"11/26/21 16:18:04","98","2"
"11/26/21 16:18:19","98","2"
"11/26/21 16:18:34","98","2"
"11/26/21 16:18:44","97","2"
"11/26/21 16:18:49","96","2"
"11/26/21 16:18:54","94","2"
"11/26/21 16:18:59","93","1"
"11/26/21 16:19:04","96","1"
"11/26/21 16:19:09","95","1"
"11/26/21 16:19:14","96","1"
"11/26/21 16:19:19","95","1"
"11/26/21 16:19:24","96","1"
"11/26/21 16:19:29","97","1"
"11/26/21 16:19:34","98","1"
"11/26/21 16:19:39","97","1"
"11/26/21 16:19:44","95","2"
"11/26/21 16:19:49","94","1"
"11/26/21 16:19:54","93","1"
"11/26/21 16:19:59","94","1"
"11/26/21 16:20:04","93","1"
"11/26/21 16:20:09","94","1"
"11/26/21 16:20:19","95","1"
"11/26/21 16:20:34","93","1"
"11/26/21 16:20:39","91","1"
"11/26/21 16:20:44","88","1"
"11/26/21 16:20:49","89","1"
"11/26/21 16:20:54","89","2"
"11/26/21 16:20:59","88","2"
"11/26/21 16:21:14","88","2"
"11/26/21 16:21:19","89","2"
"11/26/21 16:21:24","92","2"
"11/26/21 16:21:34","91","2"
"11/26/21 16:21:39","90","2"
"11/26/21 16:21:54","90","2"
"11/26/21 16:21:59","91","2"
"11/26/21 16:22:09","90","2"
"11/26/21 16:22:19","89","2"
"11/26/21 16:22:34","89","2"
"11/26/21 16:22:44","88","2"
"11/26/21 16:22:54","87","2"
"11/26/21 16:23:04","89","2"
"11/26/21 16:23:09","91","2"
"11/26/21 16:23:24","92","2"
"11/26/21 16:23:29","91","2"
"11/26/21 16:23:39","90","2"
"11/26/21 16:23:49","89","2"
"11/26/21 16:23:59","88","2"
"11/26/21 16:24:04","91","2"
"11/26/21 16:24:09","93","2"
"11/26/21 16:24:24","93","2"
"11/26/21 16:24:39","90","2"
"11/26/21 16:24:44","84","2"
"11/26/21 16:24:49","85","3"
"11/26/21 16:24:54","87","2"
"11/26/21 16:25:09","88","2"
"11/26/21 16:25:19","87","2"
"11/26/21 16:25:24","88","2"
"11/26/21 16:25:29","89","2"
"11/26/21 16:25:44","89","2"
"11/26/21 16:25:49","90","2"
"11/26/21 16:25:54","89","2"
"11/26/21 16:25:59","88","2"
"11/26/21 16:26:14","88","2"
"11/26/21 16:26:29","89","1"
"11/26/21 16:26:34","97","1"
"11/26/21 16:26:39","100","2"
"11/26/21 16:26:49","99","1"
"11/26/21 16:26:59","98","1"
"11/26/21 16:27:14","98","1"
"11/26/21 16:27:24","99","1"
"11/26/21 16:27:29","100","1"
