,value__bpm,value__confidence,year,month,day,hour,minute,second,dateTime
0,71.61669158935547,0.9594653248786926,2021,12,2,0,0,0,2021-12-02 00:00:00
1,76.77642822265625,0.9668811559677124,2021,12,2,0,0,5,2021-12-02 00:00:05
2,78.39205932617188,0.9621543288230896,2021,12,2,0,0,10,2021-12-02 00:00:10
3,78.69918060302734,1.8264809846878052,2021,12,2,0,0,15,2021-12-02 00:00:15
4,79.80780792236328,0.9375337958335876,2021,12,2,0,0,20,2021-12-02 00:00:20
5,80.80313110351562,0.9401646256446838,2021,12,2,0,0,25,2021-12-02 00:00:25
6,81.57867431640625,0.9300225377082825,2021,12,2,0,0,30,2021-12-02 00:00:30
7,79.97843170166016,0.9267118573188782,2021,12,2,0,0,35,2021-12-02 00:00:35
8,89.22879028320312,0.7038388252258301,2021,12,2,0,0,40,2021-12-02 00:00:40
9,91.02762603759766,0.36682385206222534,2021,12,2,0,0,45,2021-12-02 00:00:45
10,92.02066040039062,0.6380931735038757,2021,12,2,0,0,50,2021-12-02 00:00:50
11,87.30768585205078,0.6163552403450012,2021,12,2,0,0,55,2021-12-02 00:00:55
12,76.18528747558594,0.9594653248786926,2021,12,2,0,1,0,2021-12-02 00:01:00
13,70.73870086669922,0.9668811559677124,2021,12,2,0,1,5,2021-12-02 00:01:05
14,68.08948516845703,0.9621543288230896,2021,12,2,0,1,10,2021-12-02 00:01:10
15,68.81085205078125,1.8264809846878052,2021,12,2,0,1,15,2021-12-02 00:01:15
16,69.55382537841797,0.9375337958335876,2021,12,2,0,1,20,2021-12-02 00:01:20
17,69.57410430908203,0.9401646256446838,2021,12,2,0,1,25,2021-12-02 00:01:25
18,69.13211059570312,0.9300225377082825,2021,12,2,0,1,30,2021-12-02 00:01:30
19,70.64698028564453,0.9267118573188782,2021,12,2,0,1,35,2021-12-02 00:01:35
20,71.23858642578125,0.6915934085845947,2021,12,2,0,1,40,2021-12-02 00:01:40
21,72.35865783691406,0.35457843542099,2021,12,2,0,1,45,2021-12-02 00:01:45
22,73.38264465332031,0.8500348329544067,2021,12,2,0,1,50,2021-12-02 00:01:50
23,72.32270812988281,0.6163552403450012,2021,12,2,0,1,55,2021-12-02 00:01:55
24,68.57271575927734,0.8810902833938599,2021,12,2,0,2,0,2021-12-02 00:02:00
25,69.7839126586914,1.8147053718566895,2021,12,2,0,2,5,2021-12-02 00:02:05
26,69.80242156982422,0.9694315195083618,2021,12,2,0,2,10,2021-12-02 00:02:10
27,70.860107421875,1.3107596635818481,2021,12,2,0,2,15,2021-12-02 00:02:15
28,71.09437561035156,0.9533822536468506,2021,12,2,0,2,20,2021-12-02 00:02:20
29,71.7922134399414,0.9907616972923279,2021,12,2,0,2,25,2021-12-02 00:02:25
30,72.47655487060547,0.9448705911636353,2021,12,2,0,2,30,2021-12-02 00:02:30
31,74.7593994140625,1.0066190958023071,2021,12,2,0,2,35,2021-12-02 00:02:35
32,77.28365325927734,1.5715718269348145,2021,12,2,0,2,40,2021-12-02 00:02:40
33,78.12914276123047,0.7733725309371948,2021,12,2,0,2,45,2021-12-02 00:02:45
34,79.0205078125,1.4622366428375244,2021,12,2,0,2,50,2021-12-02 00:02:50
35,77.59683227539062,0.7556856274604797,2021,12,2,0,2,55,2021-12-02 00:02:55
36,74.76578521728516,0.9732528924942017,2021,12,2,0,3,0,2021-12-02 00:03:00
37,75.80746459960938,0.982598066329956,2021,12,2,0,3,5,2021-12-02 00:03:05
38,76.60775756835938,0.9801029562950134,2021,12,2,0,3,10,2021-12-02 00:03:10
39,78.17037200927734,1.574242353439331,2021,12,2,0,3,15,2021-12-02 00:03:15
40,78.52842712402344,1.3827217817306519,2021,12,2,0,3,20,2021-12-02 00:03:20
41,77.75993347167969,1.7470356225967407,2021,12,2,0,3,25,2021-12-02 00:03:25
42,78.18687438964844,1.6116334199905396,2021,12,2,0,3,30,2021-12-02 00:03:30
43,78.85750579833984,1.775947093963623,2021,12,2,0,3,35,2021-12-02 00:03:35
44,81.17052459716797,1.6573506593704224,2021,12,2,0,3,40,2021-12-02 00:03:40
