,value__bpm,value__confidence,year,month,day,hour,minute,second,dateTime
0,93.73323822021484,0.9764396548271179,2021,11,26,0,0,0,2021-11-26 00:00:00
1,93.35052490234375,0.4230843484401703,2021,11,26,0,0,5,2021-11-26 00:00:05
2,94.75331115722656,1.1321691274642944,2021,11,26,0,0,10,2021-11-26 00:00:10
3,99.52033996582031,1.1049057245254517,2021,11,26,0,0,15,2021-11-26 00:00:15
4,108.29962921142578,1.2404628992080688,2021,11,26,0,0,20,2021-11-26 00:00:20
5,113.97864532470703,2.010974407196045,2021,11,26,0,0,25,2021-11-26 00:00:25
6,118.66515350341797,2.024740695953369,2021,11,26,0,0,30,2021-11-26 00:00:30
7,120.13945007324219,1.1162166595458984,2021,11,26,0,0,35,2021-11-26 00:00:35
8,121.2782211303711,1.8398698568344116,2021,11,26,0,0,40,2021-11-26 00:00:40
9,121.06999206542969,1.8697524070739746,2021,11,26,0,0,45,2021-11-26 00:00:45
10,119.4208755493164,1.743097186088562,2021,11,26,0,0,50,2021-11-26 00:00:50
11,119.02976989746094,1.7150646448135376,2021,11,26,0,0,55,2021-11-26 00:00:55
12,114.47870635986328,1.0489802360534668,2021,11,26,0,1,0,2021-11-26 00:01:00
13,117.30838775634766,0.49562472105026245,2021,11,26,0,1,5,2021-11-26 00:01:05
14,119.97953033447266,1.246138572692871,2021,11,26,0,1,10,2021-11-26 00:01:10
15,119.04076385498047,1.7699155807495117,2021,11,26,0,1,15,2021-11-26 00:01:15
16,120.8030776977539,1.7829070091247559,2021,11,26,0,1,20,2021-11-26 00:01:20
17,126.80033111572266,1.820960521697998,2021,11,26,0,1,25,2021-11-26 00:01:25
18,131.5609130859375,1.8306413888931274,2021,11,26,0,1,30,2021-11-26 00:01:30
19,132.09176635742188,1.7022144794464111,2021,11,26,0,1,35,2021-11-26 00:01:35
20,132.60693359375,1.8073585033416748,2021,11,26,0,1,40,2021-11-26 00:01:40
21,131.53810119628906,1.7690485715866089,2021,11,26,0,1,45,2021-11-26 00:01:45
22,131.0100860595703,1.713718056678772,2021,11,26,0,1,50,2021-11-26 00:01:50
23,129.4273223876953,1.7211111783981323,2021,11,26,0,1,55,2021-11-26 00:01:55
24,118.22225952148438,1.3154927492141724,2021,11,26,0,2,0,2021-11-26 00:02:00
25,121.41195678710938,1.1499463319778442,2021,11,26,0,2,5,2021-11-26 00:02:05
26,123.6834487915039,1.0059398412704468,2021,11,26,0,2,10,2021-11-26 00:02:10
27,121.34652709960938,0.9440118074417114,2021,11,26,0,2,15,2021-11-26 00:02:15
28,122.64313507080078,0.9887333512306213,2021,11,26,0,2,20,2021-11-26 00:02:20
29,127.62738037109375,1.8908565044403076,2021,11,26,0,2,25,2021-11-26 00:02:25
30,132.18089294433594,1.9669097661972046,2021,11,26,0,2,30,2021-11-26 00:02:30
31,132.10450744628906,1.818298101425171,2021,11,26,0,2,35,2021-11-26 00:02:35
32,132.6288299560547,1.867463231086731,2021,11,26,0,2,40,2021-11-26 00:02:40
33,131.3648223876953,1.8632560968399048,2021,11,26,0,2,45,2021-11-26 00:02:45
34,130.65145874023438,1.7922857999801636,2021,11,26,0,2,50,2021-11-26 00:02:50
35,127.75658416748047,1.7751649618148804,2021,11,26,0,2,55,2021-11-26 00:02:55
36,121.50846099853516,1.0911788940429688,2021,11,26,0,3,0,2021-11-26 00:03:00
37,121.08789825439453,0.8023295998573303,2021,11,26,0,3,5,2021-11-26 00:03:05
38,122.93026733398438,1.7645692825317383,2021,11,26,0,3,10,2021-11-26 00:03:10
39,122.14207458496094,1.1040400266647339,2021,11,26,0,3,15,2021-11-26 00:03:15
40,119.77788543701172,1.1904873847961426,2021,11,26,0,3,20,2021-11-26 00:03:20
41,123.0076904296875,1.1808128356933594,2021,11,26,0,3,25,2021-11-26 00:03:25
42,125.86013793945312,1.5366836786270142,2021,11,26,0,3,30,2021-11-26 00:03:30
43,126.60014343261719,1.7173035144805908,2021,11,26,0,3,35,2021-11-26 00:03:35
44,127.49054718017578,1.5062575340270996,2021,11,26,0,3,40,2021-11-26 00:03:40
45,128.64486694335938,1.6540701389312744,2021,11,26,0,3,45,2021-11-26 00:03:45
46,128.50782775878906,1.5308427810668945,2021,11,26,0,3,50,2021-11-26 00:03:50
47,125.47344970703125,0.8886346817016602,2021,11,26,0,3,55,2021-11-26 00:03:55
48,126.63609313964844,0.6324332356452942,2021,11,26,0,4,0,2021-11-26 00:04:00
49,124.6268081665039,1.8101773262023926,2021,11,26,0,4,5,2021-11-26 00:04:05
50,125.28242492675781,1.9912981986999512,2021,11,26,0,4,10,2021-11-26 00:04:10
51,126.72270202636719,1.8702523708343506,2021,11,26,0,4,15,2021-11-26 00:04:15
52,128.6153564453125,1.9310258626937866,2021,11,26,0,4,20,2021-11-26 00:04:20
53,133.68763732910156,1.8729649782180786,2021,11,26,0,4,25,2021-11-26 00:04:25
54,139.12913513183594,1.8964653015136719,2021,11,26,0,4,30,2021-11-26 00:04:30
55,140.28573608398438,1.858646273612976,2021,11,26,0,4,35,2021-11-26 00:04:35
56,142.33860778808594,1.8155872821807861,2021,11,26,0,4,40,2021-11-26 00:04:40
57,142.79928588867188,1.8786370754241943,2021,11,26,0,4,45,2021-11-26 00:04:45
58,145.0885772705078,1.770345687866211,2021,11,26,0,4,50,2021-11-26 00:04:50
59,142.78836059570312,1.6986087560653687,2021,11,26,0,4,55,2021-11-26 00:04:55
60,140.00979614257812,1.067084789276123,2021,11,26,0,5,0,2021-11-26 00:05:00
61,138.35987854003906,1.1612681150436401,2021,11,26,0,5,5,2021-11-26 00:05:05
62,140.3977508544922,1.9246855974197388,2021,11,26,0,5,10,2021-11-26 00:05:10
63,141.43438720703125,1.7961406707763672,2021,11,26,0,5,15,2021-11-26 00:05:15
64,142.4796600341797,1.8363945484161377,2021,11,26,0,5,20,2021-11-26 00:05:20
65,146.75328063964844,1.803117275238037,2021,11,26,0,5,25,2021-11-26 00:05:25
66,152.1947784423828,1.8100693225860596,2021,11,26,0,5,30,2021-11-26 00:05:30
67,152.1004638671875,1.8230239152908325,2021,11,26,0,5,35,2021-11-26 00:05:35
68,152.93666076660156,1.7799649238586426,2021,11,26,0,5,40,2021-11-26 00:05:40
69,151.7092742919922,1.831060767173767,2021,11,26,0,5,45,2021-11-26 00:05:45
70,150.8381805419922,2.04313325881958,2021,11,26,0,5,50,2021-11-26 00:05:50
71,147.56610107421875,1.8500334024429321,2021,11,26,0,5,55,2021-11-26 00:05:55
72,140.8307342529297,1.1712148189544678,2021,11,26,0,6,0,2021-11-26 00:06:00
73,139.85997009277344,1.0148899555206299,2021,11,26,0,6,5,2021-11-26 00:06:05
74,141.84796142578125,1.887705683708191,2021,11,26,0,6,10,2021-11-26 00:06:10
75,143.3191375732422,1.8714559078216553,2021,11,26,0,6,15,2021-11-26 00:06:15
76,142.2970733642578,1.9647775888442993,2021,11,26,0,6,20,2021-11-26 00:06:20
77,146.03878784179688,1.9410523176193237,2021,11,26,0,6,25,2021-11-26 00:06:25
78,151.6456756591797,1.8776403665542603,2021,11,26,0,6,30,2021-11-26 00:06:30
79,151.56082153320312,1.8711543083190918,2021,11,26,0,6,35,2021-11-26 00:06:35
80,152.3779754638672,1.7785018682479858,2021,11,26,0,6,40,2021-11-26 00:06:40
81,150.24575805664062,1.8305892944335938,2021,11,26,0,6,45,2021-11-26 00:06:45
82,149.557861328125,1.8406351804733276,2021,11,26,0,6,50,2021-11-26 00:06:50
83,145.76516723632812,1.2436612844467163,2021,11,26,0,6,55,2021-11-26 00:06:55
84,134.04881286621094,0.7568842172622681,2021,11,26,0,7,0,2021-11-26 00:07:00
85,131.7205810546875,0.4910101294517517,2021,11,26,0,7,5,2021-11-26 00:07:05
86,130.83502197265625,1.3511159420013428,2021,11,26,0,7,10,2021-11-26 00:07:10
87,127.97071838378906,1.1138677597045898,2021,11,26,0,7,15,2021-11-26 00:07:15
88,123.19297790527344,1.3375004529953003,2021,11,26,0,7,20,2021-11-26 00:07:20
89,124.14041900634766,1.564931869506836,2021,11,26,0,7,25,2021-11-26 00:07:25
90,124.73902130126953,1.631906270980835,2021,11,26,0,7,30,2021-11-26 00:07:30
91,121.9380874633789,1.6315486431121826,2021,11,26,0,7,35,2021-11-26 00:07:35
92,118.80745697021484,1.9360922574996948,2021,11,26,0,7,40,2021-11-26 00:07:40
93,117.64202117919922,1.9264905452728271,2021,11,26,0,7,45,2021-11-26 00:07:45
94,118.39830780029297,1.9482418298721313,2021,11,26,0,7,50,2021-11-26 00:07:50
95,115.3188247680664,1.2851616144180298,2021,11,26,0,7,55,2021-11-26 00:07:55
96,103.6502914428711,0.35603567957878113,2021,11,26,0,8,0,2021-11-26 00:08:00
97,102.72453308105469,0.1987699419260025,2021,11,26,0,8,5,2021-11-26 00:08:05
98,106.78396606445312,1.0307492017745972,2021,11,26,0,8,10,2021-11-26 00:08:10
99,106.12062072753906,0.964879035949707,2021,11,26,0,8,15,2021-11-26 00:08:15
100,106.08300018310547,1.0094562768936157,2021,11,26,0,8,20,2021-11-26 00:08:20
101,110.71385192871094,1.155549168586731,2021,11,26,0,8,25,2021-11-26 00:08:25
102,113.2840347290039,1.155512809753418,2021,11,26,0,8,30,2021-11-26 00:08:30
103,111.44405364990234,1.1319422721862793,2021,11,26,0,8,35,2021-11-26 00:08:35
104,106.74699401855469,1.6295686960220337,2021,11,26,0,8,40,2021-11-26 00:08:40
105,104.3660659790039,1.6356242895126343,2021,11,26,0,8,45,2021-11-26 00:08:45
106,104.7173080444336,1.6491379737854004,2021,11,26,0,8,50,2021-11-26 00:08:50
107,101.63782501220703,0.9468179941177368,2021,11,26,0,8,55,2021-11-26 00:08:55
108,100.82122039794922,0.42782458662986755,2021,11,26,0,9,0,2021-11-26 00:09:00
109,100.30679321289062,0.22444169223308563,2021,11,26,0,9,5,2021-11-26 00:09:05
