,value__bpm,value__confidence
2021-12-03 14:16:40,,
2021-12-03 14:16:45,,
2021-12-03 14:16:50,,
2021-12-03 14:16:55,,
2021-12-03 14:17:00,,
2021-12-03 14:17:05,,
2021-12-03 14:17:10,,
2021-12-03 14:17:15,,
2021-12-03 14:17:20,,
2021-12-03 14:17:25,,
2021-12-03 14:17:30,,
2021-12-03 14:17:35,83.0,0.0
2021-12-03 14:17:40,,
2021-12-03 14:17:45,,
2021-12-03 14:17:50,,
2021-12-03 14:17:55,,
2021-12-03 14:18:00,,
2021-12-03 14:18:05,,
2021-12-03 14:18:10,64.0,0.0
2021-12-03 14:18:15,,
2021-12-03 14:18:20,,
2021-12-03 14:18:25,,
2021-12-03 14:18:30,,
2021-12-03 14:18:35,,
2021-12-03 14:18:40,62.0,0.0
2021-12-03 14:18:45,,
2021-12-03 14:18:50,65.0,0.0
2021-12-03 14:18:55,68.0,1.0
2021-12-03 14:19:00,65.0,1.0
2021-12-03 14:19:05,68.0,1.0
2021-12-03 14:19:10,67.0,1.0
2021-12-03 14:19:15,69.0,1.0
2021-12-03 14:19:20,65.0,1.0
2021-12-03 14:19:25,68.0,1.0
2021-12-03 14:19:30,67.0,1.0
2021-12-03 14:19:35,68.0,1.0
2021-12-03 14:19:40,69.0,1.0
2021-12-03 14:19:45,68.0,1.0
2021-12-03 14:19:50,70.0,1.0
2021-12-03 14:19:55,69.0,1.0
2021-12-03 14:20:00,70.0,1.0
2021-12-03 14:20:05,71.0,1.0
2021-12-03 14:20:10,70.0,1.0
2021-12-03 14:20:15,71.0,1.0
2021-12-03 14:20:20,72.0,1.0
2021-12-03 14:20:25,73.0,1.0
2021-12-03 14:20:30,,
2021-12-03 14:20:35,,
2021-12-03 14:20:40,73.0,1.0
2021-12-03 14:20:45,79.0,1.0
2021-12-03 14:20:50,83.0,1.0
2021-12-03 14:20:55,86.0,2.0
2021-12-03 14:21:00,89.0,1.0
2021-12-03 14:21:05,90.0,1.0
2021-12-03 14:21:10,90.0,1.0
2021-12-03 14:21:15,91.0,1.0
2021-12-03 14:21:20,88.0,1.0
2021-12-03 14:21:25,89.0,1.0
2021-12-03 14:21:30,90.0,1.0
2021-12-03 14:21:35,89.0,1.0
2021-12-03 14:21:40,88.0,1.0
2021-12-03 14:21:45,,
2021-12-03 14:21:50,,
2021-12-03 14:21:55,88.0,1.0
2021-12-03 14:22:00,85.0,1.0
2021-12-03 14:22:05,86.0,1.0
2021-12-03 14:22:10,85.0,1.0
2021-12-03 14:22:15,87.0,1.0
2021-12-03 14:22:20,86.0,1.0
2021-12-03 14:22:25,87.0,1.0
2021-12-03 14:22:30,86.0,1.0
2021-12-03 14:22:35,85.0,2.0
2021-12-03 14:22:40,,
2021-12-03 14:22:45,84.0,2.0
2021-12-03 14:22:50,83.0,2.0
2021-12-03 14:22:55,,
2021-12-03 14:23:00,,
2021-12-03 14:23:05,86.0,2.0
2021-12-03 14:23:10,87.0,2.0
2021-12-03 14:23:15,,
2021-12-03 14:23:20,88.0,2.0
2021-12-03 14:23:25,,
2021-12-03 14:23:30,,
2021-12-03 14:23:35,88.0,2.0
2021-12-03 14:23:40,89.0,2.0
2021-12-03 14:23:45,90.0,2.0
2021-12-03 14:23:50,91.0,2.0
2021-12-03 14:23:55,90.0,2.0
2021-12-03 14:24:00,,
2021-12-03 14:24:05,,
2021-12-03 14:24:10,90.0,2.0
2021-12-03 14:24:15,87.0,2.0
2021-12-03 14:24:20,88.0,2.0
2021-12-03 14:24:25,87.0,2.0
2021-12-03 14:24:30,86.0,2.0
2021-12-03 14:24:35,,
2021-12-03 14:24:40,,
2021-12-03 14:24:45,86.0,2.0
2021-12-03 14:24:50,84.0,2.0
2021-12-03 14:24:55,90.0,2.0
2021-12-03 14:25:00,95.0,2.0
2021-12-03 14:25:05,97.0,2.0
2021-12-03 14:25:10,,
2021-12-03 14:25:15,,
2021-12-03 14:25:20,98.0,1.0
2021-12-03 14:25:25,,
2021-12-03 14:25:30,97.0,1.0
2021-12-03 14:25:35,98.0,1.0
2021-12-03 14:25:40,102.0,1.0
2021-12-03 14:25:45,107.0,1.0
2021-12-03 14:25:50,112.0,1.0
2021-12-03 14:25:55,116.0,1.0
2021-12-03 14:26:00,119.0,1.0
2021-12-03 14:26:05,,
2021-12-03 14:26:10,,
2021-12-03 14:26:15,119.0,1.0
2021-12-03 14:26:20,119.0,2.0
2021-12-03 14:26:25,,
2021-12-03 14:26:30,120.0,2.0
2021-12-03 14:26:35,119.0,2.0
2021-12-03 14:26:40,118.0,2.0
2021-12-03 14:26:45,112.0,2.0
2021-12-03 14:26:50,,
2021-12-03 14:26:55,109.0,2.0
2021-12-03 14:27:00,107.0,2.0
2021-12-03 14:27:05,,
2021-12-03 14:27:10,108.0,2.0
2021-12-03 14:27:15,109.0,2.0
2021-12-03 14:27:20,106.0,2.0
2021-12-03 14:27:25,,
2021-12-03 14:27:30,103.0,2.0
2021-12-03 14:27:35,102.0,1.0
2021-12-03 14:27:40,105.0,1.0
2021-12-03 14:27:45,108.0,1.0
2021-12-03 14:27:50,106.0,1.0
2021-12-03 14:27:55,104.0,1.0
2021-12-03 14:28:00,103.0,1.0
2021-12-03 14:28:05,104.0,1.0
2021-12-03 14:28:10,103.0,1.0
2021-12-03 14:28:15,,
2021-12-03 14:28:20,99.0,1.0
2021-12-03 14:28:25,100.0,1.0
2021-12-03 14:28:30,99.0,1.0
2021-12-03 14:28:35,,
2021-12-03 14:28:40,100.0,1.0
2021-12-03 14:28:45,101.0,1.0
2021-12-03 14:28:50,100.0,1.0
2021-12-03 14:28:55,101.0,1.0
2021-12-03 14:29:00,104.0,1.0
2021-12-03 14:29:05,105.0,1.0
2021-12-03 14:29:10,106.0,1.0
2021-12-03 14:29:15,107.0,1.0
2021-12-03 14:29:20,108.0,1.0
2021-12-03 14:29:25,105.0,1.0
2021-12-03 14:29:30,,
2021-12-03 14:29:35,104.0,1.0
2021-12-03 14:29:40,,
2021-12-03 14:29:45,105.0,1.0
2021-12-03 14:29:50,103.0,1.0
2021-12-03 14:29:55,,
2021-12-03 14:30:00,101.0,1.0
2021-12-03 14:30:05,102.0,1.0
2021-12-03 14:30:10,106.0,1.0
2021-12-03 14:30:15,106.0,2.0
2021-12-03 14:30:20,104.0,1.0
2021-12-03 14:30:25,103.0,1.0
2021-12-03 14:30:30,102.0,1.0
2021-12-03 14:30:35,100.0,1.0
2021-12-03 14:30:40,98.0,1.0
2021-12-03 14:30:45,101.0,1.0
2021-12-03 14:30:50,99.0,1.0
2021-12-03 14:30:55,100.0,1.0
2021-12-03 14:31:00,,
2021-12-03 14:31:05,,
2021-12-03 14:31:10,100.0,1.0
2021-12-03 14:31:15,98.0,1.0
2021-12-03 14:31:20,97.0,1.0
2021-12-03 14:31:25,97.0,1.0
2021-12-03 14:31:30,96.0,1.0
2021-12-03 14:31:35,95.0,1.0
2021-12-03 14:31:40,96.0,1.0
2021-12-03 14:31:45,99.0,1.0
2021-12-03 14:31:50,,
2021-12-03 14:31:55,101.0,1.0
2021-12-03 14:32:00,,
2021-12-03 14:32:05,102.0,1.0
2021-12-03 14:32:10,104.0,1.0
2021-12-03 14:32:15,106.0,1.0
2021-12-03 14:32:20,108.0,1.0
2021-12-03 14:32:25,,
2021-12-03 14:32:30,,
2021-12-03 14:32:35,107.0,1.0
2021-12-03 14:32:40,106.0,1.0
2021-12-03 14:32:45,108.0,1.0
2021-12-03 14:32:50,,
2021-12-03 14:32:55,107.0,1.0
2021-12-03 14:33:00,,
2021-12-03 14:33:05,106.0,1.0
2021-12-03 14:33:10,103.0,1.0
2021-12-03 14:33:15,98.0,2.0
2021-12-03 14:33:20,92.0,1.0
2021-12-03 14:33:25,89.0,2.0
2021-12-03 14:33:30,88.0,2.0
2021-12-03 14:33:35,89.0,2.0
2021-12-03 14:33:40,88.0,2.0
2021-12-03 14:33:45,89.0,1.0
2021-12-03 14:33:50,90.0,1.0
2021-12-03 14:33:55,86.0,1.0
2021-12-03 14:34:00,87.0,1.0
2021-12-03 14:34:05,86.0,1.0
2021-12-03 14:34:10,85.0,1.0
2021-12-03 14:34:15,83.0,1.0
2021-12-03 14:34:20,,
2021-12-03 14:34:25,84.0,1.0
2021-12-03 14:34:30,85.0,1.0
2021-12-03 14:34:35,,
2021-12-03 14:34:40,88.0,1.0
2021-12-03 14:34:45,89.0,2.0
2021-12-03 14:34:50,90.0,1.0
2021-12-03 14:34:55,89.0,1.0
2021-12-03 14:35:00,88.0,1.0
2021-12-03 14:35:05,87.0,2.0
2021-12-03 14:35:10,86.0,2.0
2021-12-03 14:35:15,84.0,2.0
2021-12-03 14:35:20,83.0,2.0
2021-12-03 14:35:25,,
2021-12-03 14:35:30,82.0,1.0
2021-12-03 14:35:35,83.0,2.0
2021-12-03 14:35:40,82.0,2.0
2021-12-03 14:35:45,82.0,3.0
2021-12-03 14:35:50,84.0,3.0
2021-12-03 14:35:55,84.0,2.0
2021-12-03 14:36:00,83.0,2.0
2021-12-03 14:36:05,81.0,2.0
2021-12-03 14:36:10,82.0,2.0
2021-12-03 14:36:15,83.0,1.0
2021-12-03 14:36:20,82.0,1.0
2021-12-03 14:36:25,,
2021-12-03 14:36:30,84.0,2.0
2021-12-03 14:36:35,83.0,2.0
2021-12-03 14:36:40,84.0,2.0
2021-12-03 14:36:45,84.0,2.0
2021-12-03 14:36:50,,
2021-12-03 14:36:55,83.0,1.0
2021-12-03 14:37:00,84.0,1.0
2021-12-03 14:37:05,86.0,1.0
2021-12-03 14:37:10,,
2021-12-03 14:37:15,87.0,1.0
2021-12-03 14:37:20,89.0,1.0
2021-12-03 14:37:25,84.0,2.0
2021-12-03 14:37:30,83.0,2.0
2021-12-03 14:37:35,,
2021-12-03 14:37:40,86.0,2.0
2021-12-03 14:37:45,87.0,2.0
2021-12-03 14:37:50,,
2021-12-03 14:37:55,,
2021-12-03 14:38:00,88.0,2.0
2021-12-03 14:38:05,88.0,3.0
2021-12-03 14:38:10,88.0,2.0
2021-12-03 14:38:15,86.0,2.0
2021-12-03 14:38:20,,
2021-12-03 14:38:25,,
2021-12-03 14:38:30,86.0,2.0
2021-12-03 14:38:35,83.0,2.0
2021-12-03 14:38:40,81.0,1.0
2021-12-03 14:38:45,81.0,2.0
2021-12-03 14:38:50,,
2021-12-03 14:38:55,,
2021-12-03 14:39:00,81.0,2.0
2021-12-03 14:39:05,83.0,2.0
2021-12-03 14:39:10,82.0,2.0
2021-12-03 14:39:15,81.0,1.0
2021-12-03 14:39:20,82.0,1.0
2021-12-03 14:39:25,,
2021-12-03 14:39:30,84.0,1.0
2021-12-03 14:39:35,85.0,3.0
2021-12-03 14:39:40,84.0,3.0
2021-12-03 14:39:45,83.0,3.0
2021-12-03 14:39:50,82.0,3.0
2021-12-03 14:39:55,80.0,3.0
2021-12-03 14:40:00,,
2021-12-03 14:40:05,82.0,2.0
2021-12-03 14:40:10,,
2021-12-03 14:40:15,84.0,3.0
2021-12-03 14:40:20,,
2021-12-03 14:40:25,82.0,3.0
2021-12-03 14:40:30,,
2021-12-03 14:40:35,83.0,1.0
2021-12-03 14:40:40,,
2021-12-03 14:40:45,84.0,1.0
2021-12-03 14:40:50,86.0,1.0
2021-12-03 14:40:55,88.0,1.0
2021-12-03 14:41:00,,
2021-12-03 14:41:05,84.0,1.0
2021-12-03 14:41:10,81.0,1.0
2021-12-03 14:41:15,80.0,1.0
2021-12-03 14:41:20,,
2021-12-03 14:41:25,80.0,2.0
2021-12-03 14:41:30,81.0,2.0
2021-12-03 14:41:35,80.0,2.0
2021-12-03 14:41:40,,
2021-12-03 14:41:45,,
2021-12-03 14:41:50,82.0,2.0
2021-12-03 14:41:55,,
2021-12-03 14:42:00,81.0,1.0
2021-12-03 14:42:05,82.0,1.0
2021-12-03 14:42:10,84.0,2.0
2021-12-03 14:42:15,86.0,1.0
2021-12-03 14:42:20,85.0,1.0
2021-12-03 14:42:25,88.0,2.0
2021-12-03 14:42:30,85.0,3.0
2021-12-03 14:42:35,,
2021-12-03 14:42:40,86.0,2.0
2021-12-03 14:42:45,,
2021-12-03 14:42:50,85.0,2.0
2021-12-03 14:42:55,84.0,2.0
2021-12-03 14:43:00,82.0,2.0
2021-12-03 14:43:05,82.0,2.0
2021-12-03 14:43:10,83.0,2.0
2021-12-03 14:43:15,84.0,2.0
2021-12-03 14:43:20,,
2021-12-03 14:43:25,83.0,2.0
2021-12-03 14:43:30,84.0,3.0
2021-12-03 14:43:35,84.0,2.0
2021-12-03 14:43:40,83.0,2.0
2021-12-03 14:43:45,,
2021-12-03 14:43:50,,
2021-12-03 14:43:55,83.0,2.0
2021-12-03 14:44:00,84.0,2.0
2021-12-03 14:44:05,,
2021-12-03 14:44:10,84.0,3.0
2021-12-03 14:44:15,,
2021-12-03 14:44:20,83.0,3.0
2021-12-03 14:44:25,85.0,3.0
2021-12-03 14:44:30,86.0,3.0
2021-12-03 14:44:35,87.0,2.0
2021-12-03 14:44:40,,
2021-12-03 14:44:45,,
2021-12-03 14:44:50,86.0,2.0
2021-12-03 14:44:55,85.0,2.0
2021-12-03 14:45:00,84.0,2.0
2021-12-03 14:45:05,84.0,1.0
2021-12-03 14:45:10,83.0,1.0
2021-12-03 14:45:15,86.0,1.0
2021-12-03 14:45:20,85.0,1.0
2021-12-03 14:45:25,87.0,1.0
2021-12-03 14:45:30,,
2021-12-03 14:45:35,86.0,1.0
2021-12-03 14:45:40,88.0,1.0
2021-12-03 14:45:45,90.0,1.0
2021-12-03 14:45:50,92.0,2.0
2021-12-03 14:45:55,,
2021-12-03 14:46:00,91.0,1.0
2021-12-03 14:46:05,91.0,1.0
2021-12-03 14:46:10,94.0,1.0
2021-12-03 14:46:15,95.0,1.0
2021-12-03 14:46:20,93.0,1.0
2021-12-03 14:46:25,95.0,1.0
2021-12-03 14:46:30,93.0,1.0
2021-12-03 14:46:35,88.0,1.0
2021-12-03 14:46:40,94.0,1.0
2021-12-03 14:46:45,99.0,1.0
2021-12-03 14:46:50,98.0,1.0
2021-12-03 14:46:55,,
2021-12-03 14:47:00,96.0,1.0
2021-12-03 14:47:05,,
2021-12-03 14:47:10,94.0,1.0
2021-12-03 14:47:15,92.0,1.0
2021-12-03 14:47:20,91.0,1.0
2021-12-03 14:47:25,,
2021-12-03 14:47:30,90.0,1.0
2021-12-03 14:47:35,89.0,1.0
2021-12-03 14:47:40,,
2021-12-03 14:47:45,88.0,2.0
2021-12-03 14:47:50,87.0,2.0
2021-12-03 14:47:55,85.0,2.0
2021-12-03 14:48:00,84.0,2.0
2021-12-03 14:48:05,,
2021-12-03 14:48:10,84.0,1.0
2021-12-03 14:48:15,84.0,2.0
2021-12-03 14:48:20,,
2021-12-03 14:48:25,82.0,1.0
2021-12-03 14:48:30,80.0,1.0
2021-12-03 14:48:35,,
2021-12-03 14:48:40,82.0,2.0
2021-12-03 14:48:45,83.0,2.0
2021-12-03 14:48:50,84.0,3.0
2021-12-03 14:48:55,82.0,3.0
2021-12-03 14:49:00,81.0,2.0
2021-12-03 14:49:05,,
2021-12-03 14:49:10,82.0,2.0
2021-12-03 14:49:15,,
2021-12-03 14:49:20,84.0,3.0
2021-12-03 14:49:25,85.0,2.0
2021-12-03 14:49:30,84.0,2.0
2021-12-03 14:49:35,,
2021-12-03 14:49:40,85.0,2.0
2021-12-03 14:49:45,85.0,1.0
2021-12-03 14:49:50,84.0,2.0
2021-12-03 14:49:55,,
2021-12-03 14:50:00,83.0,1.0
2021-12-03 14:50:05,,
2021-12-03 14:50:10,,
2021-12-03 14:50:15,83.0,2.0
2021-12-03 14:50:20,85.0,2.0
2021-12-03 14:50:25,84.0,2.0
2021-12-03 14:50:30,83.0,2.0
2021-12-03 14:50:35,,
2021-12-03 14:50:40,,
2021-12-03 14:50:45,83.0,2.0
2021-12-03 14:50:50,,
2021-12-03 14:50:55,82.0,2.0
2021-12-03 14:51:00,83.0,2.0
2021-12-03 14:51:05,,
2021-12-03 14:51:10,81.0,2.0
2021-12-03 14:51:15,,
2021-12-03 14:51:20,83.0,2.0
2021-12-03 14:51:25,,
2021-12-03 14:51:30,84.0,2.0
2021-12-03 14:51:35,85.0,2.0
2021-12-03 14:51:40,,
2021-12-03 14:51:45,,
2021-12-03 14:51:50,84.0,2.0
2021-12-03 14:51:55,83.0,2.0
2021-12-03 14:52:00,84.0,2.0
2021-12-03 14:52:05,85.0,2.0
2021-12-03 14:52:10,,
2021-12-03 14:52:15,,
2021-12-03 14:52:20,84.0,1.0
2021-12-03 14:52:25,85.0,1.0
2021-12-03 14:52:30,85.0,2.0
2021-12-03 14:52:35,,
2021-12-03 14:52:40,83.0,3.0
2021-12-03 14:52:45,80.0,3.0
2021-12-03 14:52:50,80.0,2.0
2021-12-03 14:52:55,,
2021-12-03 14:53:00,79.0,2.0
2021-12-03 14:53:05,77.0,3.0
2021-12-03 14:53:10,80.0,2.0
2021-12-03 14:53:15,81.0,2.0
2021-12-03 14:53:20,83.0,2.0
2021-12-03 14:53:25,85.0,2.0
2021-12-03 14:53:30,85.0,1.0
2021-12-03 14:53:35,87.0,1.0
2021-12-03 14:53:40,88.0,1.0
2021-12-03 14:53:45,,
2021-12-03 14:53:50,87.0,1.0
2021-12-03 14:53:55,88.0,1.0
2021-12-03 14:54:00,,
2021-12-03 14:54:05,89.0,1.0
2021-12-03 14:54:10,93.0,1.0
2021-12-03 14:54:15,92.0,1.0
2021-12-03 14:54:20,90.0,1.0
2021-12-03 14:54:25,91.0,1.0
2021-12-03 14:54:30,89.0,1.0
2021-12-03 14:54:35,87.0,3.0
2021-12-03 14:54:40,84.0,2.0
2021-12-03 14:54:45,81.0,2.0
2021-12-03 14:54:50,82.0,2.0
2021-12-03 14:54:55,83.0,3.0
2021-12-03 14:55:00,82.0,2.0
2021-12-03 14:55:05,82.0,2.0
2021-12-03 14:55:10,82.0,1.0
2021-12-03 14:55:15,,
2021-12-03 14:55:20,83.0,2.0
2021-12-03 14:55:25,,
2021-12-03 14:55:30,,
2021-12-03 14:55:35,81.0,2.0
2021-12-03 14:55:40,78.0,2.0
2021-12-03 14:55:45,79.0,2.0
2021-12-03 14:55:50,,
2021-12-03 14:55:55,80.0,2.0
2021-12-03 14:56:00,,
2021-12-03 14:56:05,,
2021-12-03 14:56:10,81.0,1.0
2021-12-03 14:56:15,,
2021-12-03 14:56:20,83.0,1.0
2021-12-03 14:56:25,84.0,1.0
2021-12-03 14:56:30,83.0,2.0
2021-12-03 14:56:35,82.0,2.0
2021-12-03 14:56:40,81.0,1.0
2021-12-03 14:56:45,,
2021-12-03 14:56:50,,
2021-12-03 14:56:55,82.0,1.0
2021-12-03 14:57:00,,
2021-12-03 14:57:05,85.0,1.0
2021-12-03 14:57:10,85.0,2.0
2021-12-03 14:57:15,,
2021-12-03 14:57:20,84.0,3.0
2021-12-03 14:57:25,81.0,2.0
2021-12-03 14:57:30,80.0,2.0
2021-12-03 14:57:35,,
2021-12-03 14:57:40,82.0,2.0
2021-12-03 14:57:45,83.0,2.0
2021-12-03 14:57:50,82.0,1.0
2021-12-03 14:57:55,,
2021-12-03 14:58:00,,
2021-12-03 14:58:05,81.0,1.0
2021-12-03 14:58:10,,
2021-12-03 14:58:15,83.0,1.0
2021-12-03 14:58:20,,
2021-12-03 14:58:25,82.0,1.0
2021-12-03 14:58:30,81.0,2.0
2021-12-03 14:58:35,,
2021-12-03 14:58:40,80.0,2.0
2021-12-03 14:58:45,79.0,1.0
2021-12-03 14:58:50,79.0,2.0
2021-12-03 14:58:55,81.0,1.0
2021-12-03 14:59:00,84.0,1.0
2021-12-03 14:59:05,83.0,1.0
2021-12-03 14:59:10,83.0,2.0
2021-12-03 14:59:15,84.0,2.0
2021-12-03 14:59:20,,
2021-12-03 14:59:25,83.0,2.0
2021-12-03 14:59:30,82.0,2.0
2021-12-03 14:59:35,82.0,1.0
2021-12-03 14:59:40,,
2021-12-03 14:59:45,84.0,1.0
2021-12-03 14:59:50,,
2021-12-03 14:59:55,84.0,2.0
2021-12-03 15:00:00,83.0,2.0
2021-12-03 15:00:05,83.0,1.0
2021-12-03 15:00:10,83.0,2.0
2021-12-03 15:00:15,84.0,2.0
2021-12-03 15:00:20,,
2021-12-03 15:00:25,83.0,2.0
2021-12-03 15:00:30,,
2021-12-03 15:00:35,83.0,1.0
2021-12-03 15:00:40,83.0,2.0
2021-12-03 15:00:45,,
2021-12-03 15:00:50,84.0,2.0
2021-12-03 15:00:55,,
2021-12-03 15:01:00,,
2021-12-03 15:01:05,84.0,2.0
2021-12-03 15:01:10,82.0,2.0
2021-12-03 15:01:15,81.0,2.0
2021-12-03 15:01:20,80.0,2.0
2021-12-03 15:01:25,,
2021-12-03 15:01:30,,
2021-12-03 15:01:35,79.0,2.0
2021-12-03 15:01:40,,
2021-12-03 15:01:45,,
2021-12-03 15:01:50,81.0,2.0
2021-12-03 15:01:55,82.0,2.0
2021-12-03 15:02:00,83.0,2.0
2021-12-03 15:02:05,,
2021-12-03 15:02:10,82.0,2.0
2021-12-03 15:02:15,84.0,2.0
2021-12-03 15:02:20,,
2021-12-03 15:02:25,,
2021-12-03 15:02:30,83.0,1.0
2021-12-03 15:02:35,84.0,2.0
2021-12-03 15:02:40,,
2021-12-03 15:02:45,83.0,2.0
2021-12-03 15:02:50,82.0,2.0
2021-12-03 15:02:55,81.0,2.0
2021-12-03 15:03:00,,
2021-12-03 15:03:05,84.0,2.0
2021-12-03 15:03:10,84.0,1.0
2021-12-03 15:03:15,84.0,2.0
2021-12-03 15:03:20,82.0,2.0
2021-12-03 15:03:25,81.0,2.0
2021-12-03 15:03:30,,
2021-12-03 15:03:35,,
2021-12-03 15:03:40,82.0,2.0
2021-12-03 15:03:45,83.0,2.0
2021-12-03 15:03:50,84.0,2.0
2021-12-03 15:03:55,83.0,3.0
2021-12-03 15:04:00,84.0,2.0
2021-12-03 15:04:05,84.0,1.0
2021-12-03 15:04:10,,
2021-12-03 15:04:15,89.0,1.0
2021-12-03 15:04:20,,
2021-12-03 15:04:25,90.0,1.0
2021-12-03 15:04:30,89.0,1.0
2021-12-03 15:04:35,90.0,1.0
2021-12-03 15:04:40,91.0,1.0
2021-12-03 15:04:45,88.0,1.0
2021-12-03 15:04:50,,
2021-12-03 15:04:55,87.0,1.0
2021-12-03 15:05:00,86.0,1.0
2021-12-03 15:05:05,87.0,1.0
2021-12-03 15:05:10,87.0,2.0
2021-12-03 15:05:15,88.0,2.0
2021-12-03 15:05:20,,
2021-12-03 15:05:25,87.0,2.0
2021-12-03 15:05:30,84.0,2.0
2021-12-03 15:05:35,85.0,2.0
2021-12-03 15:05:40,84.0,2.0
2021-12-03 15:05:45,,
2021-12-03 15:05:50,,
2021-12-03 15:05:55,83.0,2.0
2021-12-03 15:06:00,82.0,1.0
2021-12-03 15:06:05,81.0,2.0
2021-12-03 15:06:10,,
2021-12-03 15:06:15,,
2021-12-03 15:06:20,81.0,2.0
2021-12-03 15:06:25,83.0,1.0
2021-12-03 15:06:30,83.0,2.0
2021-12-03 15:06:35,84.0,2.0
2021-12-03 15:06:40,,
2021-12-03 15:06:45,83.0,3.0
2021-12-03 15:06:50,82.0,3.0
2021-12-03 15:06:55,,
2021-12-03 15:07:00,83.0,2.0
2021-12-03 15:07:05,,
2021-12-03 15:07:10,82.0,2.0
2021-12-03 15:07:15,79.0,3.0
2021-12-03 15:07:20,,
2021-12-03 15:07:25,80.0,2.0
2021-12-03 15:07:30,81.0,2.0
2021-12-03 15:07:35,82.0,2.0
2021-12-03 15:07:40,84.0,2.0
2021-12-03 15:07:45,85.0,2.0
2021-12-03 15:07:50,85.0,1.0
2021-12-03 15:07:55,86.0,1.0
2021-12-03 15:08:00,87.0,1.0
2021-12-03 15:08:05,86.0,1.0
2021-12-03 15:08:10,,
2021-12-03 15:08:15,85.0,1.0
2021-12-03 15:08:20,,
2021-12-03 15:08:25,86.0,1.0
2021-12-03 15:08:30,86.0,2.0
2021-12-03 15:08:35,85.0,2.0
2021-12-03 15:08:40,84.0,2.0
2021-12-03 15:08:45,83.0,2.0
2021-12-03 15:08:50,,
2021-12-03 15:08:55,82.0,2.0
2021-12-03 15:09:00,,
2021-12-03 15:09:05,,
2021-12-03 15:09:10,81.0,3.0
2021-12-03 15:09:15,82.0,3.0
2021-12-03 15:09:20,,
2021-12-03 15:09:25,81.0,3.0
2021-12-03 15:09:30,81.0,2.0
2021-12-03 15:09:35,,
2021-12-03 15:09:40,82.0,3.0
2021-12-03 15:09:45,83.0,3.0
2021-12-03 15:09:50,83.0,2.0
2021-12-03 15:09:55,82.0,3.0
2021-12-03 15:10:00,81.0,2.0
2021-12-03 15:10:05,80.0,2.0
2021-12-03 15:10:10,80.0,3.0
2021-12-03 15:10:15,80.0,2.0
2021-12-03 15:10:20,80.0,1.0
2021-12-03 15:10:25,80.0,2.0
2021-12-03 15:10:30,81.0,2.0
2021-12-03 15:10:35,80.0,2.0
2021-12-03 15:10:40,81.0,2.0
2021-12-03 15:10:45,,
2021-12-03 15:10:50,,
2021-12-03 15:10:55,81.0,2.0
2021-12-03 15:11:00,80.0,2.0
2021-12-03 15:11:05,80.0,2.0
2021-12-03 15:11:10,82.0,1.0
2021-12-03 15:11:15,86.0,1.0
2021-12-03 15:11:20,92.0,3.0
2021-12-03 15:11:25,90.0,2.0
2021-12-03 15:11:30,88.0,2.0
2021-12-03 15:11:35,85.0,2.0
2021-12-03 15:11:40,84.0,2.0
2021-12-03 15:11:45,83.0,2.0
2021-12-03 15:11:50,,
2021-12-03 15:11:55,84.0,2.0
2021-12-03 15:12:00,,
2021-12-03 15:12:05,,
2021-12-03 15:12:10,84.0,1.0
2021-12-03 15:12:15,84.0,2.0
2021-12-03 15:12:20,,
2021-12-03 15:12:25,83.0,2.0
2021-12-03 15:12:30,82.0,1.0
2021-12-03 15:12:35,,
2021-12-03 15:12:40,,
2021-12-03 15:12:45,83.0,2.0
2021-12-03 15:12:50,81.0,2.0
2021-12-03 15:12:55,82.0,2.0
2021-12-03 15:13:00,82.0,1.0
2021-12-03 15:13:05,80.0,1.0
2021-12-03 15:13:10,80.0,2.0
2021-12-03 15:13:15,80.0,1.0
2021-12-03 15:13:20,82.0,1.0
2021-12-03 15:13:25,81.0,1.0
2021-12-03 15:13:30,,
2021-12-03 15:13:35,82.0,1.0
2021-12-03 15:13:40,84.0,1.0
2021-12-03 15:13:45,,
2021-12-03 15:13:50,,
2021-12-03 15:13:55,83.0,2.0
2021-12-03 15:14:00,82.0,2.0
2021-12-03 15:14:05,82.0,2.0
2021-12-03 15:14:10,,
2021-12-03 15:14:15,,
2021-12-03 15:14:20,80.0,2.0
2021-12-03 15:14:25,78.0,2.0
2021-12-03 15:14:30,,
2021-12-03 15:14:35,80.0,1.0
2021-12-03 15:14:40,,
2021-12-03 15:14:45,81.0,1.0
2021-12-03 15:14:50,83.0,1.0
2021-12-03 15:14:55,82.0,2.0
2021-12-03 15:15:00,,
2021-12-03 15:15:05,81.0,2.0
2021-12-03 15:15:10,80.0,2.0
2021-12-03 15:15:15,81.0,2.0
2021-12-03 15:15:20,,
2021-12-03 15:15:25,,
2021-12-03 15:15:30,80.0,2.0
2021-12-03 15:15:35,,
2021-12-03 15:15:40,,
2021-12-03 15:15:45,80.0,2.0
2021-12-03 15:15:50,82.0,2.0
2021-12-03 15:15:55,79.0,2.0
2021-12-03 15:16:00,79.0,1.0
2021-12-03 15:16:05,80.0,1.0
2021-12-03 15:16:10,81.0,3.0
2021-12-03 15:16:15,80.0,2.0
2021-12-03 15:16:20,82.0,2.0
2021-12-03 15:16:25,83.0,2.0
2021-12-03 15:16:30,82.0,2.0
2021-12-03 15:16:35,81.0,2.0
2021-12-03 15:16:40,82.0,2.0
2021-12-03 15:16:45,,
