,value__bpm,value__confidence
2021-12-03 06:43:15,,
2021-12-03 06:43:20,,
2021-12-03 06:43:25,,
2021-12-03 06:43:30,,
2021-12-03 06:43:35,,
2021-12-03 06:43:40,,
2021-12-03 06:43:45,,
2021-12-03 06:43:50,,
2021-12-03 06:43:55,,
2021-12-03 06:44:00,,
2021-12-03 06:44:05,,
2021-12-03 06:44:10,,
2021-12-03 06:44:15,,
2021-12-03 06:44:20,,
2021-12-03 06:44:25,,
2021-12-03 06:44:30,,
2021-12-03 06:44:35,,
2021-12-03 06:44:40,,
2021-12-03 06:44:45,,
2021-12-03 06:44:50,,
2021-12-03 06:44:55,,
2021-12-03 06:45:00,,
2021-12-03 06:45:05,,
2021-12-03 06:45:10,,
2021-12-03 06:45:15,,
2021-12-03 06:45:20,,
2021-12-03 06:45:25,,
2021-12-03 06:45:30,,
2021-12-03 06:45:35,,
2021-12-03 06:45:40,,
2021-12-03 06:45:45,,
2021-12-03 06:45:50,,
2021-12-03 06:45:55,,
2021-12-03 06:46:00,,
2021-12-03 06:46:05,,
2021-12-03 06:46:10,,
2021-12-03 06:46:15,,
2021-12-03 06:46:20,,
2021-12-03 06:46:25,,
2021-12-03 06:46:30,,
2021-12-03 06:46:35,,
2021-12-03 06:46:40,,
2021-12-03 06:46:45,,
2021-12-03 06:46:50,,
2021-12-03 06:46:55,,
2021-12-03 06:47:00,,
2021-12-03 06:47:05,,
2021-12-03 06:47:10,,
2021-12-03 06:47:15,,
2021-12-03 06:47:20,,
2021-12-03 06:47:25,,
2021-12-03 06:47:30,,
2021-12-03 06:47:35,,
2021-12-03 06:47:40,,
2021-12-03 06:47:45,,
2021-12-03 06:47:50,,
2021-12-03 06:47:55,,
2021-12-03 06:48:00,,
2021-12-03 06:48:05,,
2021-12-03 06:48:10,,
2021-12-03 06:48:15,,
2021-12-03 06:48:20,,
2021-12-03 06:48:25,,
2021-12-03 06:48:30,,
2021-12-03 06:48:35,,
2021-12-03 06:48:40,,
2021-12-03 06:48:45,,
2021-12-03 06:48:50,,
2021-12-03 06:48:55,,
2021-12-03 06:49:00,,
2021-12-03 06:49:05,,
2021-12-03 06:49:10,,
2021-12-03 06:49:15,,
2021-12-03 06:49:20,,
2021-12-03 06:49:25,,
2021-12-03 06:49:30,,
2021-12-03 06:49:35,,
2021-12-03 06:49:40,,
2021-12-03 06:49:45,,
2021-12-03 06:49:50,,
2021-12-03 06:49:55,,
2021-12-03 06:50:00,,
2021-12-03 06:50:05,,
2021-12-03 06:50:10,,
2021-12-03 06:50:15,,
2021-12-03 06:50:20,,
2021-12-03 06:50:25,,
2021-12-03 06:50:30,,
2021-12-03 06:50:35,,
2021-12-03 06:50:40,,
2021-12-03 06:50:45,,
2021-12-03 06:50:50,,
2021-12-03 06:50:55,,
2021-12-03 06:51:00,,
2021-12-03 06:51:05,,
2021-12-03 06:51:10,,
2021-12-03 06:51:15,,
2021-12-03 06:51:20,,
2021-12-03 06:51:25,,
2021-12-03 06:51:30,,
2021-12-03 06:51:35,,
2021-12-03 06:51:40,,
2021-12-03 06:51:45,,
2021-12-03 06:51:50,,
2021-12-03 06:51:55,,
2021-12-03 06:52:00,,
2021-12-03 06:52:05,,
2021-12-03 06:52:10,,
2021-12-03 06:52:15,,
2021-12-03 06:52:20,,
2021-12-03 06:52:25,,
2021-12-03 06:52:30,,
2021-12-03 06:52:35,,
2021-12-03 06:52:40,,
2021-12-03 06:52:45,,
2021-12-03 06:52:50,,
2021-12-03 06:52:55,,
2021-12-03 06:53:00,,
2021-12-03 06:53:05,,
2021-12-03 06:53:10,,
2021-12-03 06:53:15,,
2021-12-03 06:53:20,,
2021-12-03 06:53:25,,
2021-12-03 06:53:30,,
2021-12-03 06:53:35,,
2021-12-03 06:53:40,,
2021-12-03 06:53:45,,
2021-12-03 06:53:50,,
2021-12-03 06:53:55,,
2021-12-03 06:54:00,,
2021-12-03 06:54:05,,
2021-12-03 06:54:10,,
2021-12-03 06:54:15,,
2021-12-03 06:54:20,,
2021-12-03 06:54:25,,
2021-12-03 06:54:30,,
2021-12-03 06:54:35,,
2021-12-03 06:54:40,,
2021-12-03 06:54:45,,
2021-12-03 06:54:50,,
2021-12-03 06:54:55,,
2021-12-03 06:55:00,,
2021-12-03 06:55:05,,
2021-12-03 06:55:10,,
2021-12-03 06:55:15,,
2021-12-03 06:55:20,,
2021-12-03 06:55:25,,
2021-12-03 06:55:30,,
2021-12-03 06:55:35,,
2021-12-03 06:55:40,,
2021-12-03 06:55:45,,
2021-12-03 06:55:50,,
2021-12-03 06:55:55,,
2021-12-03 06:56:00,,
2021-12-03 06:56:05,,
2021-12-03 06:56:10,,
2021-12-03 06:56:15,,
2021-12-03 06:56:20,,
2021-12-03 06:56:25,,
2021-12-03 06:56:30,,
2021-12-03 06:56:35,,
2021-12-03 06:56:40,,
2021-12-03 06:56:45,,
2021-12-03 06:56:50,,
2021-12-03 06:56:55,,
2021-12-03 06:57:00,,
2021-12-03 06:57:05,,
2021-12-03 06:57:10,,
2021-12-03 06:57:15,,
2021-12-03 06:57:20,,
2021-12-03 06:57:25,,
2021-12-03 06:57:30,,
2021-12-03 06:57:35,,
2021-12-03 06:57:40,,
2021-12-03 06:57:45,,
2021-12-03 06:57:50,,
2021-12-03 06:57:55,,
2021-12-03 06:58:00,,
2021-12-03 06:58:05,,
2021-12-03 06:58:10,,
2021-12-03 06:58:15,,
2021-12-03 06:58:20,,
2021-12-03 06:58:25,,
2021-12-03 06:58:30,,
2021-12-03 06:58:35,,
2021-12-03 06:58:40,,
2021-12-03 06:58:45,,
2021-12-03 06:58:50,,
2021-12-03 06:58:55,,
2021-12-03 06:59:00,,
2021-12-03 06:59:05,,
2021-12-03 06:59:10,,
2021-12-03 06:59:15,,
2021-12-03 06:59:20,,
2021-12-03 06:59:25,,
2021-12-03 06:59:30,,
2021-12-03 06:59:35,,
2021-12-03 06:59:40,,
2021-12-03 06:59:45,,
2021-12-03 06:59:50,,
2021-12-03 06:59:55,,
2021-12-03 07:00:00,,
2021-12-03 07:00:05,,
2021-12-03 07:00:10,,
2021-12-03 07:00:15,,
2021-12-03 07:00:20,,
2021-12-03 07:00:25,,
2021-12-03 07:00:30,,
2021-12-03 07:00:35,,
2021-12-03 07:00:40,,
2021-12-03 07:00:45,,
2021-12-03 07:00:50,,
2021-12-03 07:00:55,,
2021-12-03 07:01:00,,
2021-12-03 07:01:05,,
2021-12-03 07:01:10,,
2021-12-03 07:01:15,,
2021-12-03 07:01:20,,
2021-12-03 07:01:25,,
2021-12-03 07:01:30,,
2021-12-03 07:01:35,,
2021-12-03 07:01:40,,
2021-12-03 07:01:45,,
2021-12-03 07:01:50,,
2021-12-03 07:01:55,,
2021-12-03 07:02:00,,
2021-12-03 07:02:05,,
2021-12-03 07:02:10,,
2021-12-03 07:02:15,,
2021-12-03 07:02:20,,
2021-12-03 07:02:25,,
2021-12-03 07:02:30,,
2021-12-03 07:02:35,,
2021-12-03 07:02:40,,
2021-12-03 07:02:45,,
2021-12-03 07:02:50,,
2021-12-03 07:02:55,,
2021-12-03 07:03:00,,
2021-12-03 07:03:05,,
2021-12-03 07:03:10,,
2021-12-03 07:03:15,,
2021-12-03 07:03:20,,
2021-12-03 07:03:25,,
2021-12-03 07:03:30,,
2021-12-03 07:03:35,,
2021-12-03 07:03:40,,
2021-12-03 07:03:45,,
2021-12-03 07:03:50,,
2021-12-03 07:03:55,,
2021-12-03 07:04:00,,
2021-12-03 07:04:05,,
2021-12-03 07:04:10,,
2021-12-03 07:04:15,,
2021-12-03 07:04:20,,
2021-12-03 07:04:25,,
2021-12-03 07:04:30,,
2021-12-03 07:04:35,,
2021-12-03 07:04:40,,
2021-12-03 07:04:45,,
2021-12-03 07:04:50,,
2021-12-03 07:04:55,,
2021-12-03 07:05:00,,
2021-12-03 07:05:05,,
2021-12-03 07:05:10,,
2021-12-03 07:05:15,,
2021-12-03 07:05:20,,
2021-12-03 07:05:25,,
2021-12-03 07:05:30,,
2021-12-03 07:05:35,,
2021-12-03 07:05:40,,
2021-12-03 07:05:45,,
2021-12-03 07:05:50,,
2021-12-03 07:05:55,,
2021-12-03 07:06:00,,
2021-12-03 07:06:05,,
2021-12-03 07:06:10,,
2021-12-03 07:06:15,,
2021-12-03 07:06:20,,
2021-12-03 07:06:25,,
2021-12-03 07:06:30,,
2021-12-03 07:06:35,,
2021-12-03 07:06:40,,
2021-12-03 07:06:45,,
2021-12-03 07:06:50,,
2021-12-03 07:06:55,,
2021-12-03 07:07:00,,
2021-12-03 07:07:05,,
2021-12-03 07:07:10,,
2021-12-03 07:07:15,,
2021-12-03 07:07:20,,
2021-12-03 07:07:25,,
2021-12-03 07:07:30,,
2021-12-03 07:07:35,,
2021-12-03 07:07:40,,
2021-12-03 07:07:45,,
2021-12-03 07:07:50,,
2021-12-03 07:07:55,,
2021-12-03 07:08:00,,
2021-12-03 07:08:05,,
2021-12-03 07:08:10,,
2021-12-03 07:08:15,,
2021-12-03 07:08:20,,
2021-12-03 07:08:25,,
2021-12-03 07:08:30,,
2021-12-03 07:08:35,,
2021-12-03 07:08:40,,
2021-12-03 07:08:45,,
2021-12-03 07:08:50,,
2021-12-03 07:08:55,,
2021-12-03 07:09:00,,
2021-12-03 07:09:05,,
2021-12-03 07:09:10,,
2021-12-03 07:09:15,,
2021-12-03 07:09:20,,
2021-12-03 07:09:25,,
2021-12-03 07:09:30,,
2021-12-03 07:09:35,,
2021-12-03 07:09:40,,
2021-12-03 07:09:45,,
2021-12-03 07:09:50,,
2021-12-03 07:09:55,,
2021-12-03 07:10:00,,
2021-12-03 07:10:05,,
2021-12-03 07:10:10,,
2021-12-03 07:10:15,,
2021-12-03 07:10:20,,
2021-12-03 07:10:25,,
2021-12-03 07:10:30,,
2021-12-03 07:10:35,,
2021-12-03 07:10:40,,
2021-12-03 07:10:45,,
2021-12-03 07:10:50,,
2021-12-03 07:10:55,,
2021-12-03 07:11:00,,
2021-12-03 07:11:05,,
2021-12-03 07:11:10,,
2021-12-03 07:11:15,,
2021-12-03 07:11:20,,
2021-12-03 07:11:25,,
2021-12-03 07:11:30,,
2021-12-03 07:11:35,,
2021-12-03 07:11:40,,
2021-12-03 07:11:45,,
2021-12-03 07:11:50,,
2021-12-03 07:11:55,,
2021-12-03 07:12:00,,
2021-12-03 07:12:05,,
2021-12-03 07:12:10,,
2021-12-03 07:12:15,,
2021-12-03 07:12:20,,
2021-12-03 07:12:25,,
2021-12-03 07:12:30,,
2021-12-03 07:12:35,,
2021-12-03 07:12:40,,
2021-12-03 07:12:45,,
2021-12-03 07:12:50,,
2021-12-03 07:12:55,,
2021-12-03 07:13:00,,
2021-12-03 07:13:05,,
2021-12-03 07:13:10,,
2021-12-03 07:13:15,,
2021-12-03 07:13:20,,
2021-12-03 07:13:25,,
2021-12-03 07:13:30,,
2021-12-03 07:13:35,,
2021-12-03 07:13:40,,
2021-12-03 07:13:45,,
2021-12-03 07:13:50,,
2021-12-03 07:13:55,,
2021-12-03 07:14:00,,
2021-12-03 07:14:05,,
2021-12-03 07:14:10,,
2021-12-03 07:14:15,,
2021-12-03 07:14:20,,
2021-12-03 07:14:25,,
2021-12-03 07:14:30,,
2021-12-03 07:14:35,,
2021-12-03 07:14:40,,
2021-12-03 07:14:45,,
2021-12-03 07:14:50,,
2021-12-03 07:14:55,,
2021-12-03 07:15:00,,
2021-12-03 07:15:05,,
2021-12-03 07:15:10,,
2021-12-03 07:15:15,,
2021-12-03 07:15:20,,
2021-12-03 07:15:25,,
2021-12-03 07:15:30,,
2021-12-03 07:15:35,,
2021-12-03 07:15:40,,
2021-12-03 07:15:45,,
2021-12-03 07:15:50,,
2021-12-03 07:15:55,,
2021-12-03 07:16:00,,
2021-12-03 07:16:05,,
2021-12-03 07:16:10,,
2021-12-03 07:16:15,,
2021-12-03 07:16:20,,
2021-12-03 07:16:25,,
2021-12-03 07:16:30,,
2021-12-03 07:16:35,,
2021-12-03 07:16:40,,
2021-12-03 07:16:45,,
2021-12-03 07:16:50,,
2021-12-03 07:16:55,,
2021-12-03 07:17:00,,
2021-12-03 07:17:05,,
2021-12-03 07:17:10,,
2021-12-03 07:17:15,,
2021-12-03 07:17:20,,
2021-12-03 07:17:25,,
2021-12-03 07:17:30,,
2021-12-03 07:17:35,,
2021-12-03 07:17:40,,
2021-12-03 07:17:45,,
2021-12-03 07:17:50,,
2021-12-03 07:17:55,,
2021-12-03 07:18:00,,
2021-12-03 07:18:05,,
2021-12-03 07:18:10,,
2021-12-03 07:18:15,,
2021-12-03 07:18:20,,
2021-12-03 07:18:25,,
2021-12-03 07:18:30,,
2021-12-03 07:18:35,,
2021-12-03 07:18:40,,
2021-12-03 07:18:45,,
2021-12-03 07:18:50,,
2021-12-03 07:18:55,,
2021-12-03 07:19:00,,
2021-12-03 07:19:05,,
2021-12-03 07:19:10,,
2021-12-03 07:19:15,,
2021-12-03 07:19:20,,
2021-12-03 07:19:25,,
2021-12-03 07:19:30,,
2021-12-03 07:19:35,,
2021-12-03 07:19:40,,
2021-12-03 07:19:45,,
2021-12-03 07:19:50,,
2021-12-03 07:19:55,,
2021-12-03 07:20:00,,
2021-12-03 07:20:05,,
2021-12-03 07:20:10,,
2021-12-03 07:20:15,,
2021-12-03 07:20:20,,
2021-12-03 07:20:25,,
2021-12-03 07:20:30,,
2021-12-03 07:20:35,,
2021-12-03 07:20:40,,
2021-12-03 07:20:45,,
2021-12-03 07:20:50,,
2021-12-03 07:20:55,,
2021-12-03 07:21:00,,
2021-12-03 07:21:05,,
2021-12-03 07:21:10,,
2021-12-03 07:21:15,,
2021-12-03 07:21:20,,
2021-12-03 07:21:25,,
2021-12-03 07:21:30,,
2021-12-03 07:21:35,,
2021-12-03 07:21:40,,
2021-12-03 07:21:45,,
2021-12-03 07:21:50,,
2021-12-03 07:21:55,,
2021-12-03 07:22:00,,
2021-12-03 07:22:05,,
2021-12-03 07:22:10,,
2021-12-03 07:22:15,,
2021-12-03 07:22:20,,
2021-12-03 07:22:25,,
2021-12-03 07:22:30,,
2021-12-03 07:22:35,,
2021-12-03 07:22:40,,
2021-12-03 07:22:45,,
2021-12-03 07:22:50,,
2021-12-03 07:22:55,,
2021-12-03 07:23:00,,
2021-12-03 07:23:05,,
2021-12-03 07:23:10,,
2021-12-03 07:23:15,,
2021-12-03 07:23:20,,
2021-12-03 07:23:25,,
2021-12-03 07:23:30,,
2021-12-03 07:23:35,,
2021-12-03 07:23:40,,
2021-12-03 07:23:45,,
2021-12-03 07:23:50,,
2021-12-03 07:23:55,,
2021-12-03 07:24:00,,
2021-12-03 07:24:05,,
2021-12-03 07:24:10,,
2021-12-03 07:24:15,,
2021-12-03 07:24:20,,
2021-12-03 07:24:25,,
2021-12-03 07:24:30,,
2021-12-03 07:24:35,,
2021-12-03 07:24:40,,
2021-12-03 07:24:45,,
2021-12-03 07:24:50,,
2021-12-03 07:24:55,,
2021-12-03 07:25:00,,
2021-12-03 07:25:05,,
2021-12-03 07:25:10,,
2021-12-03 07:25:15,,
2021-12-03 07:25:20,,
2021-12-03 07:25:25,,
2021-12-03 07:25:30,,
2021-12-03 07:25:35,,
2021-12-03 07:25:40,,
2021-12-03 07:25:45,,
2021-12-03 07:25:50,,
2021-12-03 07:25:55,,
2021-12-03 07:26:00,,
2021-12-03 07:26:05,,
2021-12-03 07:26:10,,
2021-12-03 07:26:15,,
2021-12-03 07:26:20,,
2021-12-03 07:26:25,,
2021-12-03 07:26:30,,
2021-12-03 07:26:35,,
2021-12-03 07:26:40,,
2021-12-03 07:26:45,,
2021-12-03 07:26:50,,
2021-12-03 07:26:55,,
2021-12-03 07:27:00,,
2021-12-03 07:27:05,,
2021-12-03 07:27:10,,
2021-12-03 07:27:15,,
2021-12-03 07:27:20,,
2021-12-03 07:27:25,,
2021-12-03 07:27:30,,
2021-12-03 07:27:35,,
2021-12-03 07:27:40,,
2021-12-03 07:27:45,,
2021-12-03 07:27:50,,
2021-12-03 07:27:55,,
2021-12-03 07:28:00,,
2021-12-03 07:28:05,,
2021-12-03 07:28:10,,
2021-12-03 07:28:15,,
2021-12-03 07:28:20,,
2021-12-03 07:28:25,,
2021-12-03 07:28:30,,
2021-12-03 07:28:35,,
2021-12-03 07:28:40,,
2021-12-03 07:28:45,,
2021-12-03 07:28:50,,
2021-12-03 07:28:55,,
2021-12-03 07:29:00,,
2021-12-03 07:29:05,,
2021-12-03 07:29:10,,
2021-12-03 07:29:15,,
2021-12-03 07:29:20,,
2021-12-03 07:29:25,,
2021-12-03 07:29:30,,
2021-12-03 07:29:35,,
2021-12-03 07:29:40,,
2021-12-03 07:29:45,,
2021-12-03 07:29:50,,
2021-12-03 07:29:55,,
2021-12-03 07:30:00,,
2021-12-03 07:30:05,,
2021-12-03 07:30:10,,
2021-12-03 07:30:15,,
2021-12-03 07:30:20,,
2021-12-03 07:30:25,,
2021-12-03 07:30:30,,
2021-12-03 07:30:35,,
2021-12-03 07:30:40,,
2021-12-03 07:30:45,,
2021-12-03 07:30:50,,
2021-12-03 07:30:55,,
2021-12-03 07:31:00,,
2021-12-03 07:31:05,,
2021-12-03 07:31:10,,
2021-12-03 07:31:15,,
2021-12-03 07:31:20,,
2021-12-03 07:31:25,,
2021-12-03 07:31:30,,
2021-12-03 07:31:35,,
2021-12-03 07:31:40,,
2021-12-03 07:31:45,,
2021-12-03 07:31:50,,
2021-12-03 07:31:55,,
2021-12-03 07:32:00,,
2021-12-03 07:32:05,,
2021-12-03 07:32:10,,
2021-12-03 07:32:15,,
2021-12-03 07:32:20,,
2021-12-03 07:32:25,,
2021-12-03 07:32:30,,
2021-12-03 07:32:35,,
2021-12-03 07:32:40,,
2021-12-03 07:32:45,,
2021-12-03 07:32:50,,
2021-12-03 07:32:55,,
2021-12-03 07:33:00,,
2021-12-03 07:33:05,,
2021-12-03 07:33:10,,
2021-12-03 07:33:15,,
2021-12-03 07:33:20,,
2021-12-03 07:33:25,,
2021-12-03 07:33:30,,
2021-12-03 07:33:35,,
2021-12-03 07:33:40,,
2021-12-03 07:33:45,,
2021-12-03 07:33:50,,
2021-12-03 07:33:55,,
2021-12-03 07:34:00,,
2021-12-03 07:34:05,,
2021-12-03 07:34:10,,
2021-12-03 07:34:15,,
2021-12-03 07:34:20,,
2021-12-03 07:34:25,,
2021-12-03 07:34:30,,
2021-12-03 07:34:35,,
2021-12-03 07:34:40,,
2021-12-03 07:34:45,,
2021-12-03 07:34:50,,
2021-12-03 07:34:55,,
2021-12-03 07:35:00,,
2021-12-03 07:35:05,,
2021-12-03 07:35:10,,
2021-12-03 07:35:15,,
2021-12-03 07:35:20,,
2021-12-03 07:35:25,,
2021-12-03 07:35:30,,
2021-12-03 07:35:35,,
2021-12-03 07:35:40,,
2021-12-03 07:35:45,,
2021-12-03 07:35:50,,
2021-12-03 07:35:55,,
2021-12-03 07:36:00,,
2021-12-03 07:36:05,,
2021-12-03 07:36:10,,
2021-12-03 07:36:15,,
2021-12-03 07:36:20,,
2021-12-03 07:36:25,,
2021-12-03 07:36:30,,
2021-12-03 07:36:35,,
2021-12-03 07:36:40,,
2021-12-03 07:36:45,,
2021-12-03 07:36:50,,
2021-12-03 07:36:55,,
2021-12-03 07:37:00,,
2021-12-03 07:37:05,,
2021-12-03 07:37:10,,
2021-12-03 07:37:15,,
2021-12-03 07:37:20,,
2021-12-03 07:37:25,,
2021-12-03 07:37:30,,
2021-12-03 07:37:35,,
2021-12-03 07:37:40,,
2021-12-03 07:37:45,,
2021-12-03 07:37:50,,
2021-12-03 07:37:55,,
2021-12-03 07:38:00,,
2021-12-03 07:38:05,,
2021-12-03 07:38:10,,
2021-12-03 07:38:15,,
2021-12-03 07:38:20,,
2021-12-03 07:38:25,,
2021-12-03 07:38:30,,
2021-12-03 07:38:35,,
2021-12-03 07:38:40,,
2021-12-03 07:38:45,,
2021-12-03 07:38:50,,
2021-12-03 07:38:55,,
2021-12-03 07:39:00,,
2021-12-03 07:39:05,,
2021-12-03 07:39:10,,
2021-12-03 07:39:15,,
2021-12-03 07:39:20,,
2021-12-03 07:39:25,,
2021-12-03 07:39:30,,
2021-12-03 07:39:35,,
2021-12-03 07:39:40,,
2021-12-03 07:39:45,,
2021-12-03 07:39:50,,
2021-12-03 07:39:55,,
2021-12-03 07:40:00,,
2021-12-03 07:40:05,,
2021-12-03 07:40:10,,
2021-12-03 07:40:15,,
2021-12-03 07:40:20,,
2021-12-03 07:40:25,,
2021-12-03 07:40:30,,
2021-12-03 07:40:35,,
2021-12-03 07:40:40,,
2021-12-03 07:40:45,,
2021-12-03 07:40:50,,
2021-12-03 07:40:55,,
2021-12-03 07:41:00,,
2021-12-03 07:41:05,,
2021-12-03 07:41:10,,
2021-12-03 07:41:15,,
2021-12-03 07:41:20,,
2021-12-03 07:41:25,,
2021-12-03 07:41:30,,
2021-12-03 07:41:35,,
2021-12-03 07:41:40,,
2021-12-03 07:41:45,,
2021-12-03 07:41:50,,
2021-12-03 07:41:55,,
2021-12-03 07:42:00,,
2021-12-03 07:42:05,,
2021-12-03 07:42:10,,
2021-12-03 07:42:15,,
2021-12-03 07:42:20,,
2021-12-03 07:42:25,,
2021-12-03 07:42:30,,
2021-12-03 07:42:35,,
2021-12-03 07:42:40,,
2021-12-03 07:42:45,,
2021-12-03 07:42:50,,
2021-12-03 07:42:55,,
2021-12-03 07:43:00,,
2021-12-03 07:43:05,,
2021-12-03 07:43:10,,
2021-12-03 07:43:15,,
2021-12-03 07:43:20,,
2021-12-03 07:43:25,,
2021-12-03 07:43:30,,
2021-12-03 07:43:35,,
2021-12-03 07:43:40,,
2021-12-03 07:43:45,,
2021-12-03 07:43:50,,
2021-12-03 07:43:55,,
2021-12-03 07:44:00,,
2021-12-03 07:44:05,,
2021-12-03 07:44:10,,
2021-12-03 07:44:15,,
2021-12-03 07:44:20,,
2021-12-03 07:44:25,,
2021-12-03 07:44:30,,
2021-12-03 07:44:35,,
2021-12-03 07:44:40,,
2021-12-03 07:44:45,,
2021-12-03 07:44:50,,
2021-12-03 07:44:55,,
2021-12-03 07:45:00,,
2021-12-03 07:45:05,,
2021-12-03 07:45:10,,
2021-12-03 07:45:15,,
2021-12-03 07:45:20,,
2021-12-03 07:45:25,,
2021-12-03 07:45:30,,
2021-12-03 07:45:35,,
2021-12-03 07:45:40,,
2021-12-03 07:45:45,,
2021-12-03 07:45:50,,
2021-12-03 07:45:55,,
2021-12-03 07:46:00,,
2021-12-03 07:46:05,,
2021-12-03 07:46:10,,
2021-12-03 07:46:15,,
2021-12-03 07:46:20,,
2021-12-03 07:46:25,,
2021-12-03 07:46:30,,
2021-12-03 07:46:35,,
2021-12-03 07:46:40,,
2021-12-03 07:46:45,,
2021-12-03 07:46:50,,
2021-12-03 07:46:55,,
2021-12-03 07:47:00,,
2021-12-03 07:47:05,,
2021-12-03 07:47:10,,
2021-12-03 07:47:15,,
2021-12-03 07:47:20,,
2021-12-03 07:47:25,,
2021-12-03 07:47:30,,
2021-12-03 07:47:35,,
2021-12-03 07:47:40,,
2021-12-03 07:47:45,,
2021-12-03 07:47:50,,
2021-12-03 07:47:55,,
2021-12-03 07:48:00,,
2021-12-03 07:48:05,,
2021-12-03 07:48:10,,
2021-12-03 07:48:15,,
2021-12-03 07:48:20,,
2021-12-03 07:48:25,,
2021-12-03 07:48:30,,
2021-12-03 07:48:35,,
2021-12-03 07:48:40,,
2021-12-03 07:48:45,,
2021-12-03 07:48:50,,
2021-12-03 07:48:55,,
2021-12-03 07:49:00,,
2021-12-03 07:49:05,,
2021-12-03 07:49:10,,
2021-12-03 07:49:15,,
2021-12-03 07:49:20,,
2021-12-03 07:49:25,,
2021-12-03 07:49:30,,
2021-12-03 07:49:35,,
2021-12-03 07:49:40,,
2021-12-03 07:49:45,,
2021-12-03 07:49:50,,
2021-12-03 07:49:55,,
2021-12-03 07:50:00,,
2021-12-03 07:50:05,,
2021-12-03 07:50:10,,
2021-12-03 07:50:15,,
2021-12-03 07:50:20,,
2021-12-03 07:50:25,,
2021-12-03 07:50:30,,
2021-12-03 07:50:35,,
2021-12-03 07:50:40,,
2021-12-03 07:50:45,,
2021-12-03 07:50:50,,
2021-12-03 07:50:55,,
2021-12-03 07:51:00,,
2021-12-03 07:51:05,,
2021-12-03 07:51:10,,
2021-12-03 07:51:15,,
2021-12-03 07:51:20,,
2021-12-03 07:51:25,,
2021-12-03 07:51:30,,
2021-12-03 07:51:35,,
2021-12-03 07:51:40,,
2021-12-03 07:51:45,,
2021-12-03 07:51:50,,
2021-12-03 07:51:55,,
2021-12-03 07:52:00,,
2021-12-03 07:52:05,,
2021-12-03 07:52:10,,
2021-12-03 07:52:15,,
2021-12-03 07:52:20,,
2021-12-03 07:52:25,,
2021-12-03 07:52:30,,
2021-12-03 07:52:35,,
2021-12-03 07:52:40,,
2021-12-03 07:52:45,,
2021-12-03 07:52:50,,
2021-12-03 07:52:55,,
2021-12-03 07:53:00,,
2021-12-03 07:53:05,,
2021-12-03 07:53:10,,
2021-12-03 07:53:15,,
2021-12-03 07:53:20,,
2021-12-03 07:53:25,,
2021-12-03 07:53:30,,
2021-12-03 07:53:35,,
2021-12-03 07:53:40,,
2021-12-03 07:53:45,,
2021-12-03 07:53:50,,
2021-12-03 07:53:55,,
2021-12-03 07:54:00,,
2021-12-03 07:54:05,,
2021-12-03 07:54:10,,
2021-12-03 07:54:15,,
2021-12-03 07:54:20,,
2021-12-03 07:54:25,,
2021-12-03 07:54:30,,
2021-12-03 07:54:35,,
2021-12-03 07:54:40,,
2021-12-03 07:54:45,,
2021-12-03 07:54:50,,
2021-12-03 07:54:55,,
2021-12-03 07:55:00,,
2021-12-03 07:55:05,,
2021-12-03 07:55:10,,
2021-12-03 07:55:15,,
2021-12-03 07:55:20,,
2021-12-03 07:55:25,,
2021-12-03 07:55:30,,
2021-12-03 07:55:35,,
2021-12-03 07:55:40,,
2021-12-03 07:55:45,,
2021-12-03 07:55:50,,
2021-12-03 07:55:55,,
2021-12-03 07:56:00,,
2021-12-03 07:56:05,,
2021-12-03 07:56:10,,
2021-12-03 07:56:15,,
2021-12-03 07:56:20,,
2021-12-03 07:56:25,,
2021-12-03 07:56:30,,
2021-12-03 07:56:35,,
2021-12-03 07:56:40,,
2021-12-03 07:56:45,,
2021-12-03 07:56:50,,
2021-12-03 07:56:55,,
2021-12-03 07:57:00,,
2021-12-03 07:57:05,,
2021-12-03 07:57:10,,
2021-12-03 07:57:15,,
2021-12-03 07:57:20,,
2021-12-03 07:57:25,,
2021-12-03 07:57:30,,
2021-12-03 07:57:35,,
2021-12-03 07:57:40,,
2021-12-03 07:57:45,,
2021-12-03 07:57:50,,
2021-12-03 07:57:55,,
2021-12-03 07:58:00,,
2021-12-03 07:58:05,,
2021-12-03 07:58:10,,
2021-12-03 07:58:15,,
2021-12-03 07:58:20,,
2021-12-03 07:58:25,,
2021-12-03 07:58:30,,
2021-12-03 07:58:35,,
2021-12-03 07:58:40,,
2021-12-03 07:58:45,,
2021-12-03 07:58:50,,
2021-12-03 07:58:55,,
2021-12-03 07:59:00,,
2021-12-03 07:59:05,,
2021-12-03 07:59:10,,
2021-12-03 07:59:15,,
2021-12-03 07:59:20,,
2021-12-03 07:59:25,,
2021-12-03 07:59:30,,
2021-12-03 07:59:35,,
2021-12-03 07:59:40,,
2021-12-03 07:59:45,,
2021-12-03 07:59:50,,
2021-12-03 07:59:55,,
2021-12-03 08:00:00,,
2021-12-03 08:00:05,,
2021-12-03 08:00:10,,
2021-12-03 08:00:15,,
2021-12-03 08:00:20,,
2021-12-03 08:00:25,,
2021-12-03 08:00:30,,
2021-12-03 08:00:35,,
2021-12-03 08:00:40,,
2021-12-03 08:00:45,,
2021-12-03 08:00:50,,
