iter	RMSE
502	0.8077469483
503	0.8074573231
504	0.8073524556
505	0.8069461802
506	0.8066362942
507	0.8064420591
508	0.8060210602
509	0.8058176947
510	0.8053601371
511	0.8050677775
512	0.804790297
513	0.8045922415
514	0.8042502052
515	0.8040535556
516	0.8035328549
517	0.8031181226
518	0.8028114119
519	0.8024550548
520	0.8022112061
521	0.8019341657
522	0.801113533
523	0.80098937
524	0.8008201463
525	0.800547497
526	0.800277488
527	0.8001384036
528	0.799918635
529	0.7995384385
530	0.7992931308
531	0.7988484728
532	0.7984614403
533	0.7981190245
534	0.7979124352
535	0.7976974492
536	0.7973483936
537	0.7969700946
538	0.7964870596
539	0.7962580342
540	0.7957690235
541	0.7954325399
542	0.7951569404
543	0.7950241539
544	0.7947578209
545	0.7944675435
546	0.7940658069
547	0.7938689069
548	0.7934134419
549	0.7930926515
550	0.7927142862
551	0.7924557316
552	0.7920980006
553	0.791865628
554	0.7914916816
555	0.7913107942
556	0.7911046325
557	0.790698307
558	0.7906070564
559	0.7902970112
560	0.7898888706
561	0.7896672087
562	0.7893217341
563	0.7891234372
564	0.7888681881
565	0.7886127573
566	0.7882926987
567	0.7880567129
568	0.7878003355
569	0.7876466011
570	0.7874455054
571	0.787125978
572	0.7868994269
573	0.7866461301
574	0.7863467977
575	0.7859564719
576	0.785814438
577	0.7856126069
578	0.7854655565
579	0.7853116259
580	0.7849903324
581	0.7845115858
582	0.7843664216
583	0.784192109
584	0.7840623858
585	0.7839077949
586	0.7836705332
587	0.783416961
588	0.7831135559
589	0.7825663587
590	0.7820032642
591	0.7817809886
592	0.7814484774
593	0.7812590727
594	0.7810244521
595	0.7806573195
596	0.7804549265
597	0.780172946
598	0.7799996969
599	0.7797005057
600	0.7793745574
601	0.7792030117
602	0.7786419269
603	0.7783030569
604	0.7779747938
605	0.7777739702
606	0.7775248862
607	0.7772442042
608	0.7771537622
609	0.7769163957
610	0.7767988007
611	0.7764509614
612	0.7761227785
613	0.7759039224
614	0.7754944021
615	0.7751516081
616	0.7747253506
617	0.7745745187
618	0.7742882898
619	0.773986898
620	0.7737759401
621	0.7735444515
622	0.7733357513
623	0.7731495517
624	0.7727128622
625	0.7724870995
626	0.7722424926
627	0.7720017093
628	0.7717518396
629	0.7715649515
630	0.7713589208
631	0.7711758425
632	0.7709228403
633	0.7707233953
634	0.7702698067
635	0.7700355583
636	0.7696871151
637	0.7694384268
638	0.7692111088
639	0.7689322553
640	0.7686729956
641	0.7684547242
642	0.7682798055
643	0.7681671533
644	0.7679440247
645	0.7677021762
646	0.767460597
647	0.7672016889
648	0.7667616313
649	0.7665717672
650	0.7662750004
651	0.7660361886
652	0.7658340858
653	0.765594327
654	0.7653246635
655	0.7651954142
656	0.7650418442
657	0.7647707266
658	0.7645551762
659	0.7643108039
660	0.7641698121
661	0.7640848765
662	0.7639991403
663	0.7637533042
664	0.7635561399
665	0.7632698793
666	0.7630093728
667	0.7627411108
668	0.7626210069
669	0.7623136838
670	0.7619574538
671	0.7617030908
672	0.7614579667
673	0.7611643662
674	0.7610273676
675	0.7609142759
676	0.760671256
677	0.7605248847
678	0.7602496315
679	0.7600728984
680	0.759941648
681	0.7598607884
682	0.7596247932
683	0.7594073463
684	0.7592538421
685	0.7590279189
686	0.7589168611
687	0.7587655296
688	0.7585735897
689	0.7585077944
690	0.7582692824
691	0.7581048964
692	0.7577920452
693	0.7574873185
694	0.7572325727
695	0.7570316739
696	0.7569255172
697	0.7566219257
698	0.7564159815
699	0.7562081444
700	0.7559702752
701	0.7557929236
702	0.7556538468
703	0.7551985622
704	0.7548500492
705	0.7544128516
706	0.7541679995
707	0.7539466979
708	0.7535812207
709	0.7533542721
710	0.7531584846
711	0.7530574086
712	0.7529821897
713	0.75279967
714	0.7526589482
715	0.7524961465
716	0.7521721589
717	0.752009656
718	0.7517401814
719	0.7514835578
720	0.7512850369
721	0.7508799865
722	0.750768139
723	0.7506535809
724	0.7504191569
725	0.7500715832
726	0.749857678
727	0.7494751827
728	0.7492227109
729	0.7490696142
730	0.7489482147
731	0.7487245192
732	0.7485389089
733	0.7483218277
734	0.7480219339
735	0.7478308281
736	0.7476616933
737	0.7475806351
738	0.7474296566
739	0.747299647
740	0.7472229735
741	0.7469832033
742	0.7466709826
743	0.746505458
744	0.7461485423
745	0.7457131909
746	0.7455727379
747	0.7454147433
748	0.7452005497
749	0.7450631201
750	0.7449415437
751	0.7447051507
752	0.7444595035
753	0.7442032817
754	0.7440925718
755	0.7437911835
756	0.7433490372
757	0.7429542292
758	0.7426746069
759	0.7425105383
760	0.7422431056
761	0.7421441982
762	0.7420266152
763	0.7418394484
764	0.7417484623
765	0.7415460328
766	0.7413710675
767	0.7410234272
768	0.7408588748
769	0.7405701491
770	0.7402764585
771	0.7400203714
772	0.7397866225
773	0.7396259637
774	0.7394345242
775	0.7392448693
776	0.7388646177
777	0.7386470885
778	0.7385075957
779	0.7382988421
780	0.7381027623
781	0.7378833141
782	0.7377255792
783	0.7375868221
784	0.7374489094
785	0.737174845
786	0.7369493516
787	0.7367014879
788	0.7366181514
789	0.7364644001
790	0.7362193878
791	0.7360198593
792	0.7358966206
793	0.7356509116
794	0.7354789167
795	0.7352877096
796	0.7350308369
797	0.7349118315
798	0.7345272823
799	0.7344272776
800	0.7341605252
801	0.7338777347
802	0.7336412597
803	0.7334491142
804	0.7332718373
805	0.7331619578
806	0.7327471289
807	0.732593219
808	0.7324222055
809	0.7322086079
810	0.7318859172
811	0.7314375231
812	0.7313050493
813	0.7311865876
814	0.730969045
815	0.7306869665
816	0.7303938093
817	0.7301599521
818	0.7299637041
819	0.7296925022
820	0.7295700258
821	0.7294500089
822	0.7293602067
823	0.7291503554
824	0.7290325
825	0.7287993992
826	0.728694182
827	0.7283068759
828	0.7280687675
829	0.7278468651
830	0.7275198785
831	0.7272340772
832	0.7269269477
833	0.726747985
834	0.7265468872
835	0.7263219841
836	0.7261172119
837	0.7260305389
838	0.7257494071
839	0.7256137211
840	0.7254309626
841	0.7252930828
842	0.7250399769
843	0.7248245489
844	0.7245476356
845	0.7242948406
846	0.7241517616
847	0.7238973763
848	0.7237563156
849	0.7236674726
850	0.7235779257
851	0.7234677747
852	0.7233051219
853	0.7231160692
854	0.7228778493
855	0.722661465
856	0.7225143089
857	0.7224399186
858	0.7223678096
859	0.7220729111
860	0.7218985068
861	0.7217235426
862	0.7215039613
863	0.7213503149
864	0.7211597671
865	0.721057185
866	0.7207962339
867	0.7206593472
868	0.7205112629
869	0.7201404888
870	0.7198777
871	0.7197081757
872	0.7195820454
873	0.7193522874
874	0.7191271965
875	0.7190383933
876	0.7189055347
877	0.7187815647
878	0.718636556
879	0.7183903052
880	0.7183083694
881	0.7179432139
882	0.7178259367
883	0.7176253202
884	0.7174269717
885	0.7173124413
886	0.7169827516
887	0.7166962923
888	0.7164788366
889	0.7163503649
890	0.7162406669
891	0.7160594771
892	0.7159937758
893	0.7158663951
894	0.7156912784
895	0.7154392497
896	0.7153025671
897	0.7150971603
898	0.7149227675
899	0.7146865107
900	0.7145565114
901	0.7144541889
902	0.7142923509
903	0.7141744299
904	0.7140523768
905	0.7139106918
906	0.7136824011
907	0.7130384267
908	0.7128180481
909	0.7126369635
910	0.7125340956
911	0.7124001079
912	0.7122713856
913	0.7120670313
914	0.7116029924
915	0.7115228887
916	0.7112743239
917	0.7110700571
918	0.7110086801
919	0.7107850488
920	0.7106345394
921	0.7103480086
922	0.7100741806
923	0.7099233688
924	0.7097974549
925	0.7097087249
926	0.7096056416
927	0.7094048155
928	0.7092708242
929	0.7091628293
930	0.7089408379
931	0.7088656482
932	0.7086876879
933	0.7084496523
934	0.7082572812
935	0.7080601122
936	0.7079512611
937	0.7077692455
938	0.7076565974
939	0.7074979754
940	0.7073658573
941	0.7071117432
942	0.7068751141
943	0.7066560849
944	0.7064340445
945	0.7063431467
946	0.7062149818
947	0.7060076951
948	0.7058601548
949	0.705796051
950	0.7055583387
951	0.7053498722
952	0.7051641037
953	0.7051036662
954	0.7049524766
955	0.7048301346
956	0.7046268474
957	0.7044492995
958	0.7042640045
959	0.7039970168
960	0.7036887821
961	0.703457571
962	0.7031435145
963	0.7029684866
964	0.7028248851
965	0.7026711188
966	0.7023572467
967	0.7022844672
968	0.7021751466
969	0.7020134353
970	0.7019190892
971	0.7017668085
972	0.7014854876
973	0.7013272727
974	0.7010861082
975	0.70098379
976	0.7006777251
977	0.7005252755
978	0.7003683705
979	0.7002351267
980	0.7000086879
981	0.6998816169
982	0.6996837439
983	0.6994494359
984	0.6993395023
985	0.6991581673
986	0.698977607
987	0.6988928973
988	0.6986121378
989	0.6985279148
990	0.6983949597
991	0.6982418788
992	0.6981207856
993	0.6978506406
994	0.6976595663
995	0.697353254
996	0.6972265425
997	0.6969694972
998	0.6968782666
999	0.6967147414
